nom_cle_comparaison,nom_affiche_2019,nom_normalise_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,camps_2019,familles_politiques_2019,composantes_politiques_2019,axes_politiques_2019,qualification_a_verifier_2019,mandat_2019_2019,groupe_congres_2019_initial_2019,groupe_assemblee_province_2019_2019,groupe_congres_2026_actuel_2019,groupe_assemblee_province_2026_actuel_2019,nom_affiche_2026,nom_normalise_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,camps_2026,familles_politiques_2026,composantes_politiques_2026,axes_politiques_2026,qualification_a_verifier_2026,mandat_2019_2026,groupe_congres_2019_initial_2026,groupe_assemblee_province_2019_2026,groupe_congres_2026_actuel_2026,groupe_assemblee_province_2026_actuel_2026,statut_exact
FAIMATEA MOIRA,Moïra FAIMATEA,MOIRA FAIMATEA,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:14,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FAIRBANK PIERRE,Pierre FAIRBANK,PIERRE FAIRBANK,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:11,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FAIVRE GISELE MARIE NADEIGE WACKENTHALER,"Nadeige, Gisèle, Marie WACKENTHALER ép FAIVRE",NADEIGE GISELE MARIE WACKENTHALER FAIVRE,Province Nord,Province Nord - 01 - UNI,Province Nord:02,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Congres + assemblee de province,UNI,UNI,UNI,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FALAKIKA MAUVAKA TALAU,Falakika MAUVAKA née TALAU,FALAKIKA MAUVAKA TALAU,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:24,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FALAKIKO TUI,Falakiko TUI,FALAKIKO TUI,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:37,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FALAKIKO VAOPAOGO,Falakiko VAOPAOGO,FALAKIKO VAOPAOGO,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:33,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FALASOLA SALESI,Falasola SALESI,FALASOLA SALESI,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:29,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FALELAVAKI HENRIETTE WAHUZUE,Henriette WAHUZUE-FALELAVAKI,HENRIETTE WAHUZUE FALELAVAKI,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:37,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FATAITUKIGA KAVAKAVA SOANA,Soana Fataitukiga KAVAKAVA,SOANA FATAITUKIGA KAVAKAVA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:18,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FATAULI MALEKALITA VALEFAKAAGA,Malekalita VALEFAKAAGA née FATAULI,MALEKALITA VALEFAKAAGA FATAULI,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:38,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FAUPALA PULEOTO VIRGINIE,Virginie FAUPALA née PULEOTO,VIRGINIE FAUPALA PULEOTO,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:32,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FAVREAU GABRIEL JEAN,Jean-Gabriel FAVREAU,JEAN GABRIEL FAVREAU,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:20,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Assemblee de province seulement,NA,L'Avenir en confiance,Intergroupe Loyalistes,Avenir En Confiance (AEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FENUAFANOTE SERAPHINE TAUFANA,Seraphine FENUAFANOTE née TAUFANA,SERAPHINE FENUAFANOTE TAUFANA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:08,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FERE JEAN PIERRE,Jean Pierre FERE,JEAN PIERRE FERE,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:03,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FERNAND MARTIN,Fernand MARTIN,FERNAND MARTIN,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:25,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FERNIZON PERRONNET WANDA,Wanda PERRONNET ép FERNIZON,WANDA PERRONNET FERNIZON,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:10,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FERY LOU,Lou FERY,LOU FERY,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:32,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FETAULAKI KATALINA TOA,Katalina FETAULAKI épouse Toa,KATALINA FETAULAKI TOA,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:28,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FIHIMAILE MUNANOA,Fihimailé MUNANOA,FIHIMAILE MUNANOA,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:42,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FINAU MELITO,Melito FINAU,MELITO FINAU,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:07,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FINOTTE TARQUIN,Finotte TARQUIN,FINOTTE TARQUIN,Province Nord,Province Nord - 05 - MNIS Nord,Province Nord:05,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FIONA LEVY,Fiona LEVY,FIONA LEVY,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:28,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FLORENCE ROLLAND,Florence ROLLAND,FLORENCE ROLLAND,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:24,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FLORENCE TORTO,Florence TORTO,FLORENCE TORTO,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:18,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FLORINDA LAUFOU MARIE ROSE,"Florinda, Marie Rose LAUFOU",FLORINDA MARIE ROSE LAUFOU,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:12,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FORREST MICKAEL,Mickaël FORREST,MICKAEL FORREST,Province des Iles,Province des Iles - 02 - UC-FLNKS,Province des Iles:19,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FORREST NAISSELINE OMAYRA,Omayra NAISSELINE née FORREST,OMAYRA NAISSELINE FORREST,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:01,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Congres + assemblee de province,UC-FLNKS et Nationalistes,Dynamique autochtone,UC-FLNKS et Nationalistes,Dynamique autochtone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FORREST REBECCA,Rebecca FORREST,REBECCA FORREST,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:14,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCE JEAN TOUTIKIAN,Jean-France TOUTIKIAN,JEAN FRANCE TOUTIKIAN,Province Sud,Province Sud - 07 - FLNKS,Province Sud:33,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCE MANDAOUE MARIE,Marie-France MANDAOUE,MARIE FRANCE MANDAOUE,Province Nord,Province Nord - 05 - MNIS Nord,Province Nord:07,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCESCA SALIGA SUMOI,Francesca SUMOI épouse SALIGA,FRANCESCA SUMOI SALIGA,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:04,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCIS POADOUY,Francis POADOUY,FRANCIS POADOUY,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:05,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCK GARREC LE,Franck LE GARREC,FRANCK LE GARREC,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:12,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOIS GUAENERE,François GUAENERE,FRANCOIS GUAENERE,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:14,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOIS LEVACHER,François LEVACHER,FRANCOIS LEVACHER,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:26,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOISE HMEUN MARIE,Marie-Françoise HMEUN,MARIE FRANCOISE HMEUN,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:20,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOISE LAMATAKI MARIE,Marie-Françoise LAMATAKI,MARIE FRANCOISE LAMATAKI,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:48,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOISE LAWI,Françoise LAWI,FRANCOISE LAWI,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:43,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRANCOISE SUVE,Françoise SUVE,FRANCOISE SUVE,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:05,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Congres + assemblee de province,L'Avenir En Confiance,L'Avenir en confiance,Intergroupe Loyalistes,Avenir En Confiance (AEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FREDDY RAYMOND TYUIENON,"Raymond, Freddy TYUIENON",RAYMOND FREDDY TYUIENON,Province Nord,Province Nord - 01 - UNI,Province Nord:13,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FREDERIC GOPE,Frédéric GOPE,FREDERIC GOPE,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:02,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FRIDA TINDAO,Frida TINDAO,FRIDA TINDAO,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:30,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
FUAHEA TAKAHAHAKE,Takahahake FUAHEA,TAKAHAHAKE FUAHEA,Province Nord,Province Nord - 01 - UNI,Province Nord:23,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GABRIEL GASTON POIROI,"Gaston, Gabriel POIROI",GASTON GABRIEL POIROI,Province Sud,Province Sud - 07 - FLNKS,Province Sud:27,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GAIA HARMONIE,Harmonie GAIA,HARMONIE GAIA,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:14,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GAIA JAMES,James GAIA,JAMES GAIA,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:15,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GAMBEY HENRIETTE SIMEBUET,Henriette GAMBEY née SIMEBUET,HENRIETTE GAMBEY SIMEBUET,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:21,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GASSER ISABELLE,Isabelle GASSER,ISABELLE GASSER,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:26,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GASTALDI YANN,Yann GASTALDI,YANN GASTALDI,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:09,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GATA WILFRIED,Wilfried GATA,WILFRIED GATA,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:49,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GAYON TIDJINE,Gayon TIDJINE,GAYON TIDJINE,Province Nord,Province Nord - 02 - Agissons pour le Nord,Province Nord:11,1,Non-independantiste / loyaliste,Agissons / loyaliste,Agissons / loyaliste,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GENEVIEVE OIREMOIN,Geneviève OIREMOIN,GENEVIEVE OIREMOIN,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:20,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GEORGES HMAE,Georges HMAE,GEORGES HMAE,Province des Iles,Province des Iles - 05 - Dynamique autochtone,Province des Iles:08,1,Independantiste / souverainiste,Autochtone / oceanien / local,Autochtone / oceanien / local,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GEORGES PASSA SITRIMA,Georges Sitrima PASSA,GEORGES SITRIMA PASSA,Province des Iles,Province des Iles - 08 - Palika Iles,Province des Iles:15,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GEORGES SAIHULIWA SINAWE,"Georges, Sinawë SAIHULIWA",GEORGES SINAWE SAIHULIWA,Province des Iles,Province des Iles - 06 - Nouvelle vision des Iles,Province des Iles:19,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GEORGES THOMO,Georges THOMO,GEORGES THOMO,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:40,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GEORGES TOURA,Georges TOURA,GEORGES TOURA,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:13,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GERALD ROBELIN,Gérald ROBELIN,GERALD ROBELIN,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:44,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GERARD POADJA,Gérard POADJA,GERARD POADJA,Province Nord,Province Nord - 03 - Caledoniens Ensemble Nord,Province Nord:01,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GERARD SALAUN,Gérard SALAUN,GERARD SALAUN,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:50,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GERMAINE WAMEJONENGO,Germaine WAMEJONENGO,GERMAINE WAMEJONENGO,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:16,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GIDRO HUEMONE MANIQE,Gidro HUEMONE épouse MANIQE,GIDRO HUEMONE MANIQE,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:06,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GILLES NAHIET,Gilles NAHIET,GILLES NAHIET,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:03,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
GILLES REMOND,Gilles REMOND,GILLES REMOND,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:05,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
