nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
ALLA WILLIAM,PALADINI WILLIAM,Alla WILLIAM,Province Sud,Alliance citoyenne pour la transition,11,PALADINI William,Province Sud,Pour une Caledonie francaise,17,ALLA WILLIAM ALLA WILLIAM,PALADINI WILLIAM PALADINI WILLIAM,ALLA|WILLIAM,PALADINI|WILLIAM,WILLIAM,1,1,2,2,0.5,12,0.36363636363636365,TRUE,WILLIAM,TRUE
FLORENCE ROLLAND,DALBIEZ ROLLAND,Florence ROLLAND,Province Sud,Caledoniens Ensemble,24,DALBIEZ Rolland,Province Sud,"France Caledonie, une patrie",48,FLORENCE ROLLAND FLORENCE ROLLAND,DALBIEZ ROLLAND DALBIEZ ROLLAND,FLORENCE|ROLLAND,DALBIEZ|ROLLAND,ROLLAND,1,1,2,2,0.5,14,0.42424242424242425,TRUE,ROLLAND,TRUE
MERY TCHAOUNYANE,STEEVE TCHAOUNYANE,Mery TCHAOUNYANE,Province Nord,MNIS Nord,11,TCHAOUNYANE Steeve,Province Nord,UNI,15,MERY TCHAOUNYANE MERY TCHAOUNYANE,STEEVE TCHAOUNYANE TCHAOUNYANE STEEVE,MERY|TCHAOUNYANE,STEEVE|TCHAOUNYANE,TCHAOUNYANE,1,1,2,2,0.5,17,0.4594594594594595,TRUE,TCHAOUNYANE,TRUE
GAIA JAMES,GAIA KATIA,James GAIA,Province Sud,MNIS Sud,15,GAÏA Katia,Province Sud,Un autre monde est possible,22,GAIA JAMES JAMES GAIA,GAIA KATIA GAIA KATIA,GAIA|JAMES,GAIA|KATIA,GAIA,1,1,2,2,0.5,10,0.47619047619047616,TRUE,GAIA,TRUE
NAXUE WARREN,GAVIN WARREN,Warren NAXUE,Province Sud,Construire autrement,3,GAVIN WARREN,Province Sud,Faire Pays,21,NAXUE WARREN WARREN NAXUE,GAVIN WARREN GAVIN WARREN,NAXUE|WARREN,GAVIN|WARREN,WARREN,1,1,2,2,0.5,12,0.48,TRUE,WARREN,TRUE
CYNTHIA UGOLINI,CYNTHIA JAN,Cynthia UGOLINI,Province Sud,Rassemblement national,26,JAN Cynthia,Province Sud,Les Loyalistes et Le Rassemblement,11,CYNTHIA UGOLINI CYNTHIA UGOLINI,CYNTHIA JAN JAN CYNTHIA,CYNTHIA|UGOLINI,CYNTHIA|JAN,CYNTHIA,1,1,2,2,0.5,15,0.4838709677419355,TRUE,CYNTHIA,TRUE
ANNE TILLEWA,MAURICE TILLEWA,Anne TILLEWA,Province des Iles,Parti travailliste,12,e. TILLEWA Maurice,Province des Iles,UC-FLNKS Iles,7,ANNE TILLEWA ANNE TILLEWA,MAURICE TILLEWA E TILLEWA MAURICE,ANNE|TILLEWA,MAURICE|TILLEWA,TILLEWA,1,1,2,2,0.5,16,0.48484848484848486,TRUE,TILLEWA,TRUE
ILAISANE LAUOUVEA,ALICE LAUOUVEA,Ilaisane LAUOUVEA,Province Sud,FLNKS,36,… LAUOUVEA Alice,Province Sud,Alliance Pacifik enracinee,19,ILAISANE LAUOUVEA ILAISANE LAUOUVEA,ALICE LAUOUVEA LAUOUVEA ALICE,ILAISANE|LAUOUVEA,ALICE|LAUOUVEA,LAUOUVEA,1,1,2,2,0.5,17,0.4857142857142857,TRUE,LAUOUVEA,TRUE
CAWIDRONE WAKANUMUNE,ALPHONSE CAWIDRONE,Cawidrone WAKANUMUNE,Province des Iles,Dynamique autochtone,18,CAWIDRONE Alphonse,Province des Iles,UC-FLNKS Iles,23,CAWIDRONE WAKANUMUNE CAWIDRONE WAKANUMUNE,ALPHONSE CAWIDRONE CAWIDRONE ALPHONSE,CAWIDRONE|WAKANUMUNE,ALPHONSE|CAWIDRONE,CAWIDRONE,1,1,2,2,0.5,21,0.5121951219512195,TRUE,CAWIDRONE,TRUE
BERTRAND PERRONNET,BERTRAND TURAUD,Bertrand PERRONNET,Province Sud,Destin commun caledonien,19,TURAUD Bertrand,Province Sud,Une Province pour tous,11,BERTRAND PERRONNET BERTRAND PERRONNET,BERTRAND TURAUD TURAUD BERTRAND,BERTRAND|PERRONNET,BERTRAND|TURAUD,BERTRAND,1,1,2,2,0.5,19,0.5135135135135135,TRUE,BERTRAND,TRUE
FLORENCE ROLLAND,FLORENCE PUJOL,Florence ROLLAND,Province Sud,Caledoniens Ensemble,24,PUJOL FLORENCE,Province Sud,Faire Pays,44,FLORENCE ROLLAND FLORENCE ROLLAND,FLORENCE PUJOL PUJOL FLORENCE,FLORENCE|ROLLAND,FLORENCE|PUJOL,FLORENCE,1,1,2,2,0.5,17,0.5151515151515151,TRUE,FLORENCE,TRUE
FLORENCE ROLLAND,FLORENCE SITU,Florence ROLLAND,Province Sud,Caledoniens Ensemble,24,SITU Florence,Province Sud,"France Caledonie, une patrie",35,FLORENCE ROLLAND FLORENCE ROLLAND,FLORENCE SITU SITU FLORENCE,FLORENCE|ROLLAND,FLORENCE|SITU,FLORENCE,1,1,2,2,0.5,17,0.5151515151515151,TRUE,FLORENCE,TRUE
TAFUSIMAI TOMASI,AMOSALA TOMASI,Tomasi TAFUSIMAI,Province Sud,Destin commun caledonien,27,AMOSALA Tomasi,Province Sud,Alliance Pacifik enracinee,26,TAFUSIMAI TOMASI TOMASI TAFUSIMAI,AMOSALA TOMASI AMOSALA TOMASI,TAFUSIMAI|TOMASI,AMOSALA|TOMASI,TOMASI,1,1,2,2,0.5,17,0.5151515151515151,TRUE,TOMASI,TRUE
AURELIA LUTA,AURELIA KAATEU,Aurélia LUTA,Province Sud,Construire autrement,50,KAATEU AURELIA,Province Sud,Faire Pays,26,AURELIA LUTA AURELIA LUTA,AURELIA KAATEU KAATEU AURELIA,AURELIA|LUTA,AURELIA|KAATEU,AURELIA,1,1,2,2,0.5,15,0.5172413793103449,TRUE,AURELIA,TRUE
FRIDA TINDAO,JUANITA TINDAO,Frida TINDAO,Province Sud,Parti travailliste et forces progressistes,30,TINDAO Juanita,Province Sud,Alliance Pacifik enracinee,17,FRIDA TINDAO FRIDA TINDAO,JUANITA TINDAO TINDAO JUANITA,FRIDA|TINDAO,JUANITA|TINDAO,TINDAO,1,1,2,2,0.5,15,0.5172413793103449,TRUE,TINDAO,TRUE
ALESIO SALIGA,ASINOC SALIGA,Alesio SALIGA,Province Sud,L'Avenir en confiance,14,SALIGA Asinoc,Province Sud,Kanaky pour tous,34,ALESIO SALIGA ALESIO SALIGA,ASINOC SALIGA SALIGA ASINOC,ALESIO|SALIGA,ASINOC|SALIGA,SALIGA,1,1,2,2,0.5,14,0.5185185185185185,TRUE,SALIGA,TRUE
GAIA HARMONIE,GAIA KATIA,Harmonie GAIA,Province Sud,MNIS Sud,14,GAÏA Katia,Province Sud,Un autre monde est possible,22,GAIA HARMONIE HARMONIE GAIA,GAIA KATIA GAIA KATIA,GAIA|HARMONIE,GAIA|KATIA,GAIA,1,1,2,2,0.5,14,0.5185185185185185,TRUE,GAIA,TRUE
LEONE TOLUAFE,SONIA TOLUAFE,Leone TOLUAFE,Province Sud,Parti travailliste et forces progressistes,37,TOLUAFE Sonia,Province Sud,Un autre monde est possible,37,LEONE TOLUAFE LEONE TOLUAFE,SONIA TOLUAFE TOLUAFE SONIA,LEONE|TOLUAFE,SONIA|TOLUAFE,TOLUAFE,1,1,2,2,0.5,14,0.5185185185185185,TRUE,TOLUAFE,TRUE
MARYSE WAMALO,MARYSE SALAUN,Maryse WAMALO,Province Sud,MNIS Sud,24,SALAUN Maryse,Province Sud,"France Caledonie, une patrie",18,MARYSE WAMALO MARYSE WAMALO,MARYSE SALAUN SALAUN MARYSE,MARYSE|WAMALO,MARYSE|SALAUN,MARYSE,1,1,2,2,0.5,14,0.5185185185185185,TRUE,MARYSE,TRUE
KATIA ZAJAC,GAIA KATIA,Katia ZAJAC,Province Sud,Rassemblement national,24,GAÏA Katia,Province Sud,Un autre monde est possible,22,KATIA ZAJAC KATIA ZAJAC,GAIA KATIA GAIA KATIA,KATIA|ZAJAC,GAIA|KATIA,KATIA,1,1,2,2,0.5,12,0.5217391304347826,TRUE,KATIA,TRUE
KENRICK KOINDREDI,BERNADETTE KOINDREDI,Kenrick KOINDREDI,Province Sud,MNIS Sud,7,KOINDREDI BERNADETTE,Province Sud,Un autre monde est possible,49,KENRICK KOINDREDI KENRICK KOINDREDI,BERNADETTE KOINDREDI KOINDREDI BERNADETTE,KENRICK|KOINDREDI,BERNADETTE|KOINDREDI,KOINDREDI,1,1,2,2,0.5,22,0.5365853658536586,TRUE,KOINDREDI,TRUE
RENAUD TCHAOUNYANE,STEEVE TCHAOUNYANE,Renaud TCHAOUNYANE,Province Nord,MNIS Nord,20,TCHAOUNYANE Steeve,Province Nord,UNI,15,RENAUD TCHAOUNYANE RENAUD TCHAOUNYANE,STEEVE TCHAOUNYANE TCHAOUNYANE STEEVE,RENAUD|TCHAOUNYANE,STEEVE|TCHAOUNYANE,TCHAOUNYANE,1,1,2,2,0.5,20,0.5405405405405406,TRUE,TCHAOUNYANE,TRUE
ALPHONSE MILIE,ALPHONSE CAWIDRONE,Alphonse MILIE,Province des Iles,MNIS Iles,22,CAWIDRONE Alphonse,Province des Iles,UC-FLNKS Iles,23,ALPHONSE MILIE ALPHONSE MILIE,ALPHONSE CAWIDRONE CAWIDRONE ALPHONSE,ALPHONSE|MILIE,ALPHONSE|CAWIDRONE,ALPHONSE,1,1,2,2,0.5,20,0.5405405405405406,TRUE,ALPHONSE,TRUE
GOPOEA PETRONILLE,GOPOEA VERONIQUE,Petronille GOPOEA,Province Sud,Construire autrement,48,GOPOEA Véronique,Province Sud,Un autre monde est possible,47,GOPOEA PETRONILLE PETRONILLE GOPOEA,GOPOEA VERONIQUE GOPOEA VERONIQUE,GOPOEA|PETRONILLE,GOPOEA|VERONIQUE,GOPOEA,1,1,2,2,0.5,19,0.5428571428571428,TRUE,GOPOEA,TRUE
ELISAPETA SALIGA,MEITOGA SALIGA,Elisapeta SALIGA,Province Sud,Caledoniens Ensemble,30,SALIGA Meitoga,Province Sud,Une Province pour tous,18,ELISAPETA SALIGA ELISAPETA SALIGA,MEITOGA SALIGA SALIGA MEITOGA,ELISAPETA|SALIGA,MEITOGA|SALIGA,SALIGA,1,1,2,2,0.5,18,0.5454545454545454,TRUE,SALIGA,TRUE
BAUDOEUF LUDOVIC,DRISS LUDOVIC,Ludovic BAUDOEUF,Province Sud,Destin commun caledonien,43,DRISS Ludovic,Province Sud,Pour une Caledonie francaise,27,BAUDOEUF LUDOVIC LUDOVIC BAUDOEUF,DRISS LUDOVIC DRISS LUDOVIC,BAUDOEUF|LUDOVIC,DRISS|LUDOVIC,LUDOVIC,1,1,2,2,0.5,18,0.5454545454545454,TRUE,LUDOVIC,TRUE
LAGNEAU MARTINE,AVARGUEZ MARTINE,Martine LAGNEAU,Province Sud,Caledoniens Ensemble,10,AVARGUEZ Martine,Province Sud,"France Caledonie, une patrie",30,LAGNEAU MARTINE MARTINE LAGNEAU,AVARGUEZ MARTINE AVARGUEZ MARTINE,LAGNEAU|MARTINE,AVARGUEZ|MARTINE,MARTINE,1,1,2,2,0.5,18,0.5454545454545454,TRUE,MARTINE,TRUE
BOB LUCIEN,KATE KATE LUCIEN,Lucien BOB,Province des Iles,Nouvelle vision des Iles,5,"KATE Lucien, Katé",Province des Iles,Baselaia,19,BOB LUCIEN LUCIEN BOB,KATE KATE LUCIEN KATE LUCIEN KATE,BOB|LUCIEN,KATE|LUCIEN,LUCIEN,1,1,2,2,0.5,18,0.5454545454545454,TRUE,LUCIEN,TRUE
AMOSALA BERNARD,AMOSALA TOMASI,Bernard AMOSALA,Province Sud,L'Eveil oceanien,45,AMOSALA Tomasi,Province Sud,Alliance Pacifik enracinee,26,AMOSALA BERNARD BERNARD AMOSALA,AMOSALA TOMASI AMOSALA TOMASI,AMOSALA|BERNARD,AMOSALA|TOMASI,AMOSALA,1,1,2,2,0.5,17,0.5483870967741935,TRUE,AMOSALA,TRUE
DENISE HORNGREN,DENISE WAHEO,Denise HORNGREN,Province Sud,Rassemblement national,20,WAHEO Denise,Province Sud,Kanaky pour tous,38,DENISE HORNGREN DENISE HORNGREN,DENISE WAHEO WAHEO DENISE,DENISE|HORNGREN,DENISE|WAHEO,DENISE,1,1,2,2,0.5,17,0.5483870967741935,TRUE,DENISE,TRUE
EMMANUEL TURI,BERART EMMANUEL,Emmanuel TURI,Province Sud,Caledonie nouvelle et reunie,27,BERART Emmanuel,Province Sud,Les Loyalistes et Le Rassemblement,40,EMMANUEL TURI EMMANUEL TURI,BERART EMMANUEL BERART EMMANUEL,EMMANUEL|TURI,BERART|EMMANUEL,EMMANUEL,1,1,2,2,0.5,17,0.5483870967741935,TRUE,EMMANUEL,TRUE
BABIN LINDSEY,BABIN ELISABETH,Lindsey BABIN,Province Sud,Rassemblement national,8,BABIN Elisabeth,Province Sud,Un espoir pour demain,44,BABIN LINDSEY LINDSEY BABIN,BABIN ELISABETH BABIN ELISABETH,BABIN|LINDSEY,BABIN|ELISABETH,BABIN,1,1,2,2,0.5,17,0.5483870967741935,TRUE,BABIN,TRUE
ALESIO SALIGA,MEITOGA SALIGA,Alesio SALIGA,Province Sud,L'Avenir en confiance,14,SALIGA Meitoga,Province Sud,Une Province pour tous,18,ALESIO SALIGA ALESIO SALIGA,MEITOGA SALIGA SALIGA MEITOGA,ALESIO|SALIGA,MEITOGA|SALIGA,SALIGA,1,1,2,2,0.5,16,0.5517241379310345,TRUE,SALIGA,TRUE
JEROME SIRET,JEROME VAKOUME,Jérôme SIRET,Province Sud,L'Avenir en confiance,40,VAKOUME Jerome,Province Sud,Alliance Pacifik enracinee,6,JEROME SIRET JEROME SIRET,JEROME VAKOUME VAKOUME JEROME,JEROME|SIRET,JEROME|VAKOUME,JEROME,1,1,2,2,0.5,16,0.5517241379310345,TRUE,JEROME,TRUE
MAPERI PASCAL,LAFLEUR PASCAL,Pascal MAPERI,Province Sud,MNIS Sud,21,LAFLEUR Pascal,Province Sud,Un espoir pour demain,1,MAPERI PASCAL PASCAL MAPERI,LAFLEUR PASCAL LAFLEUR PASCAL,MAPERI|PASCAL,LAFLEUR|PASCAL,PASCAL,1,1,2,2,0.5,16,0.5517241379310345,TRUE,PASCAL,TRUE
PIERRE TEUIRA,HEIMANA TEUIRA,Pierre TEUIRA,Province Sud,Destin commun caledonien,37,TEUIRA Heimana,Province Sud,Un autre monde est possible,25,PIERRE TEUIRA PIERRE TEUIRA,HEIMANA TEUIRA TEUIRA HEIMANA,PIERRE|TEUIRA,HEIMANA|TEUIRA,TEUIRA,1,1,2,2,0.5,16,0.5517241379310345,TRUE,TEUIRA,TRUE
GERARD POADJA,EDDY POADJA,Gérard POADJA,Province Nord,Caledoniens Ensemble Nord,1,POADJA Eddy,Province Nord,UNI,19,GERARD POADJA GERARD POADJA,EDDY POADJA POADJA EDDY,GERARD|POADJA,EDDY|POADJA,POADJA,1,1,2,2,0.5,15,0.5555555555555556,TRUE,POADJA,TRUE
GERARD SALAUN,MARYSE SALAUN,Gérard SALAUN,Province Sud,L'Avenir en confiance,50,SALAUN Maryse,Province Sud,"France Caledonie, une patrie",18,GERARD SALAUN GERARD SALAUN,MARYSE SALAUN SALAUN MARYSE,GERARD|SALAUN,MARYSE|SALAUN,SALAUN,1,1,2,2,0.5,15,0.5555555555555556,TRUE,SALAUN,TRUE
MIGUEL WAMALO,MIGUEL POLI,Miguel WAMALO,Province Sud,MNIS Sud,11,POLI Miguel,Province Sud,"France Caledonie, une patrie",40,MIGUEL WAMALO MIGUEL WAMALO,MIGUEL POLI POLI MIGUEL,MIGUEL|WAMALO,MIGUEL|POLI,MIGUEL,1,1,2,2,0.5,15,0.5555555555555556,TRUE,MIGUEL,TRUE
MAPERI PASCAL,MAPERI SAGATO,Pascal MAPERI,Province Sud,MNIS Sud,21,MAPERI Sagato,Province Sud,Unis pour le Pays,7,MAPERI PASCAL PASCAL MAPERI,MAPERI SAGATO MAPERI SAGATO,MAPERI|PASCAL,MAPERI|SAGATO,MAPERI,1,1,2,2,0.5,15,0.5555555555555556,TRUE,MAPERI,TRUE
BRIGITTE TCHAOUNYANE,STEEVE TCHAOUNYANE,Brigitte TCHAOUNYANE,Province Nord,MNIS Nord,29,TCHAOUNYANE Steeve,Province Nord,UNI,15,BRIGITTE TCHAOUNYANE BRIGITTE TCHAOUNYANE,STEEVE TCHAOUNYANE TCHAOUNYANE STEEVE,BRIGITTE|TCHAOUNYANE,STEEVE|TCHAOUNYANE,TCHAOUNYANE,1,1,2,2,0.5,23,0.5609756097560976,TRUE,TCHAOUNYANE,TRUE
ALERTE LAETITIA,CRONSTEADT LAETITIA,Laëtitia ALERTE,Province Sud,Caledonie nouvelle et reunie,18,CRONSTEADT Laëtitia,Province Sud,Un autre monde est possible,6,ALERTE LAETITIA LAETITIA ALERTE,CRONSTEADT LAETITIA CRONSTEADT LAETITIA,ALERTE|LAETITIA,CRONSTEADT|LAETITIA,LAETITIA,1,1,2,2,0.5,22,0.5641025641025641,TRUE,LAETITIA,TRUE
EMMANUEL TURI,EMMANUEL LELEIVAI,Emmanuel TURI,Province Sud,Caledonie nouvelle et reunie,27,LELEIVAÏ Emmanuel,Province Sud,Une Province pour tous,42,EMMANUEL TURI EMMANUEL TURI,EMMANUEL LELEIVAI LELEIVAI EMMANUEL,EMMANUEL|TURI,EMMANUEL|LELEIVAI,EMMANUEL,1,1,2,2,0.5,20,0.5714285714285714,TRUE,EMMANUEL,TRUE
KENRICK KOINDREDI,KOINDREDI MYRIAM,Kenrick KOINDREDI,Province Sud,MNIS Sud,7,KOINDREDI Myriam,Province Sud,Kanaky pour tous,30,KENRICK KOINDREDI KENRICK KOINDREDI,KOINDREDI MYRIAM KOINDREDI MYRIAM,KENRICK|KOINDREDI,KOINDREDI|MYRIAM,KOINDREDI,1,1,2,2,0.5,20,0.5714285714285714,TRUE,KOINDREDI,TRUE
LAURIANE METZDORF,LAURIANE LOMBARD,Lauriane METZDORF,Province Sud,Rassemblement national,18,LOMBARD Lauriane,Province Sud,Pour une Caledonie francaise,42,LAURIANE METZDORF LAURIANE METZDORF,LAURIANE LOMBARD LOMBARD LAURIANE,LAURIANE|METZDORF,LAURIANE|LOMBARD,LAURIANE,1,1,2,2,0.5,20,0.5714285714285714,TRUE,LAURIANE,TRUE
KAWA SONIA,KAWA LEYLA,Sonia KAWA,Province Sud,Parti travailliste et forces progressistes,20,KAWA LEYLA,Province Sud,Faire Pays,36,KAWA SONIA SONIA KAWA,KAWA LEYLA KAWA LEYLA,KAWA|SONIA,KAWA|LEYLA,KAWA,1,1,2,2,0.5,12,0.5714285714285714,TRUE,KAWA,TRUE
CHIPAULT STEPHANE,COURTE STEPHANE,Stephane CHIPAULT,Province Sud,Rassemblement national,9,COURTE STEPHANE,Province Sud,Faire Pays,3,CHIPAULT STEPHANE STEPHANE CHIPAULT,COURTE STEPHANE COURTE STEPHANE,CHIPAULT|STEPHANE,COURTE|STEPHANE,STEPHANE,1,1,2,2,0.5,20,0.5714285714285714,TRUE,STEPHANE,TRUE
CHIPAULT STEPHANE,QUINET STEPHANE,Stephane CHIPAULT,Province Sud,Rassemblement national,9,QUINET Stephane,Province Sud,"France Caledonie, une patrie",5,CHIPAULT STEPHANE STEPHANE CHIPAULT,QUINET STEPHANE QUINET STEPHANE,CHIPAULT|STEPHANE,QUINET|STEPHANE,STEPHANE,1,1,2,2,0.5,20,0.5714285714285714,TRUE,STEPHANE,TRUE
ASHLEY TERIIPAIA,TERIIPAIA WALTER,Ashley TERIIPAIA,Province Sud,Caledonie nouvelle et reunie,12,TERIIPAIA Walter,Province Sud,"France Caledonie, une patrie",25,ASHLEY TERIIPAIA ASHLEY TERIIPAIA,TERIIPAIA WALTER TERIIPAIA WALTER,ASHLEY|TERIIPAIA,TERIIPAIA|WALTER,TERIIPAIA,1,1,2,2,0.5,19,0.5757575757575758,TRUE,TERIIPAIA,TRUE
ELISAPETA SALIGA,ASINOC SALIGA,Elisapeta SALIGA,Province Sud,Caledoniens Ensemble,30,SALIGA Asinoc,Province Sud,Kanaky pour tous,34,ELISAPETA SALIGA ELISAPETA SALIGA,ASINOC SALIGA SALIGA ASINOC,ELISAPETA|SALIGA,ASINOC|SALIGA,SALIGA,1,1,2,2,0.5,19,0.5757575757575758,TRUE,SALIGA,TRUE
KELETAONA MAREVA,HACE MAREVA,Mareva KELETAONA,Province Sud,Alliance citoyenne pour la transition,39,HACE Mareva,Province Sud,Alliance Pacifik enracinee,13,KELETAONA MAREVA MAREVA KELETAONA,HACE MAREVA HACE MAREVA,KELETAONA|MAREVA,HACE|MAREVA,MAREVA,1,1,2,2,0.5,19,0.5757575757575758,TRUE,MAREVA,TRUE
EMILE WAETHEANE,EMILE LAKOREDINE,Emile WAETHEANE,Province des Iles,Unitaire Kanaky Generation,13,LAKOREDINE Emile,Province des Iles,Palika Iles,2,EMILE WAETHEANE EMILE WAETHEANE,EMILE LAKOREDINE LAKOREDINE EMILE,EMILE|WAETHEANE,EMILE|LAKOREDINE,EMILE,1,1,2,2,0.5,19,0.5757575757575758,TRUE,EMILE,TRUE
CHENU GINO,CHENU ISABELLE,Gino CHENU,Province Nord,Agissons pour le Nord,29,CHENU Isabelle,Province Nord,Agissons ensemble pour le Nord,11,CHENU GINO GINO CHENU,CHENU ISABELLE CHENU ISABELLE,CHENU|GINO,CHENU|ISABELLE,CHENU,1,1,2,2,0.5,17,0.5862068965517241,TRUE,CHENU,TRUE
ARMELLE CAGNON,ARMELLE VERONS,Armelle CAGNON,Province Sud,Parti travailliste et forces progressistes,34,VERONS Armelle,Province Sud,Une Province pour tous,14,ARMELLE CAGNON ARMELLE CAGNON,ARMELLE VERONS VERONS ARMELLE,ARMELLE|CAGNON,ARMELLE|VERONS,ARMELLE,1,1,2,2,0.5,17,0.5862068965517241,TRUE,ARMELLE,TRUE
DRISS VANESSA,BOURNE VANESSA,Vanessa DRISS,Province Sud,Destin commun caledonien,32,BOURNE Vanessa,Province Sud,Un espoir pour demain,34,DRISS VANESSA VANESSA DRISS,BOURNE VANESSA BOURNE VANESSA,DRISS|VANESSA,BOURNE|VANESSA,VANESSA,1,1,2,2,0.5,17,0.5862068965517241,TRUE,VANESSA,TRUE
CIMUTRU KARYL,CIMUTRU HELENE,Karyl CIMUTRU,Province des Iles,Unitaire Kanaky Generation,17,CIMUTRU Hélène,Province des Iles,Baselaia,8,CIMUTRU KARYL KARYL CIMUTRU,CIMUTRU HELENE CIMUTRU HELENE,CIMUTRU|KARYL,CIMUTRU|HELENE,CIMUTRU,1,1,2,2,0.5,17,0.5862068965517241,TRUE,CIMUTRU,TRUE
MARCEL WADIENO,ROBERT WADIENO,Marcel WADIENO,Province des Iles,UC-FLNKS,15,WADIENO Robert,Province des Iles,UC-FLNKS Iles,11,MARCEL WADIENO MARCEL WADIENO,ROBERT WADIENO WADIENO ROBERT,MARCEL|WADIENO,ROBERT|WADIENO,WADIENO,1,1,2,2,0.5,17,0.5862068965517241,TRUE,WADIENO,TRUE
ALEXANDRE NEMEBREUX,ALEXANDRE MACHFUL,Alexandre NEMEBREUX,Province Sud,Caledoniens Ensemble,25,MACHFUL Alexandre,Province Sud,"Nous, reunis",3,ALEXANDRE NEMEBREUX ALEXANDRE NEMEBREUX,ALEXANDRE MACHFUL MACHFUL ALEXANDRE,ALEXANDRE|NEMEBREUX,ALEXANDRE|MACHFUL,ALEXANDRE,1,1,2,2,0.5,23,0.5897435897435898,TRUE,ALEXANDRE,TRUE
EUGENE PARAWI,GIANNI PARAWI,Eugène PARAWI,Province Nord,Agissons pour le Nord,31,PARAWI Gianni,Province Nord,Agissons ensemble pour le Nord,20,EUGENE PARAWI EUGENE PARAWI,GIANNI PARAWI PARAWI GIANNI,EUGENE|PARAWI,GIANNI|PARAWI,PARAWI,1,1,2,2,0.5,16,0.5925925925925926,TRUE,PARAWI,TRUE
ALESIO SALIGA,ROMEO SALIGA,Alesio SALIGA,Province Sud,L'Avenir en confiance,14,SALIGA Roméo,Province Sud,Une Province pour tous,34,ALESIO SALIGA ALESIO SALIGA,ROMEO SALIGA SALIGA ROMEO,ALESIO|SALIGA,ROMEO|SALIGA,SALIGA,1,1,2,2,0.5,16,0.5925925925925926,TRUE,SALIGA,TRUE
ANEX RICHARD,COSTA RICHARD,Richard ANEX,Province Sud,Alliance citoyenne pour la transition,42,COSTA RICHARD,Province Sud,Faire Pays,45,ANEX RICHARD RICHARD ANEX,COSTA RICHARD COSTA RICHARD,ANEX|RICHARD,COSTA|RICHARD,RICHARD,1,1,2,2,0.5,16,0.5925925925925926,TRUE,RICHARD,TRUE
DRISS VANESSA,BEOU VANESSA,Vanessa DRISS,Province Sud,Destin commun caledonien,32,BEOU Vanessa,Province Sud,Alliance Pacifik enracinee,43,DRISS VANESSA VANESSA DRISS,BEOU VANESSA BEOU VANESSA,DRISS|VANESSA,BEOU|VANESSA,VANESSA,1,1,2,2,0.5,16,0.5925925925925926,TRUE,VANESSA,TRUE
ALEXANDRE MARTINEZ,ALEXANDRE MACHFUL,Alexandre MARTINEZ,Province Sud,Alliance citoyenne pour la transition,8,MACHFUL Alexandre,Province Sud,"Nous, reunis",3,ALEXANDRE MARTINEZ ALEXANDRE MARTINEZ,ALEXANDRE MACHFUL MACHFUL ALEXANDRE,ALEXANDRE|MARTINEZ,ALEXANDRE|MACHFUL,ALEXANDRE,1,1,2,2,0.5,22,0.5945945945945946,TRUE,ALEXANDRE,TRUE
ERIC ESCHENBRENNER,ERIC STREETER,Eric ESCHENBRENNER,Province Sud,L'Avenir en confiance,46,STREETER ERIC,Province Sud,Faire Pays,41,ERIC ESCHENBRENNER ERIC ESCHENBRENNER,ERIC STREETER STREETER ERIC,ERIC|ESCHENBRENNER,ERIC|STREETER,ERIC,1,1,2,2,0.5,22,0.5945945945945946,TRUE,ERIC,TRUE
DE GRESLAN LUDOVIC,DRISS LUDOVIC,Ludovic DE GRESLAN,Province Sud,Rassemblement national,17,DRISS Ludovic,Province Sud,Pour une Caledonie francaise,27,DE GRESLAN LUDOVIC LUDOVIC DE GRESLAN,DRISS LUDOVIC DRISS LUDOVIC,GRESLAN|LUDOVIC,DRISS|LUDOVIC,LUDOVIC,1,1,2,2,0.5,22,0.5945945945945946,TRUE,LUDOVIC,TRUE
LAGNEAU MARTINE,BOUTEILLER MARTINE,Martine LAGNEAU,Province Sud,Caledoniens Ensemble,10,BOUTEILLER Martine,Province Sud,"Nous, reunis",10,LAGNEAU MARTINE MARTINE LAGNEAU,BOUTEILLER MARTINE BOUTEILLER MARTINE,LAGNEAU|MARTINE,BOUTEILLER|MARTINE,MARTINE,1,1,2,2,0.5,22,0.5945945945945946,TRUE,MARTINE,TRUE
DRAWILO THAMEUE,DRAWILO JACQUELINE,Thameue DRAWILO,Province des Iles,Avec nous,5,DRAWILO Jacqueline,Province des Iles,Palika Iles,21,DRAWILO THAMEUE THAMEUE DRAWILO,DRAWILO JACQUELINE DRAWILO JACQUELINE,DRAWILO|THAMEUE,DRAWILO|JACQUELINE,DRAWILO,1,1,2,2,0.5,22,0.5945945945945946,TRUE,DRAWILO,TRUE
