nom_cle_comparaison_2019,nom_cle_comparaison_2026,nom_affiche_2019,province_2019,liste_2019,rang_2019,nom_affiche_2026,province_2026,liste_2026,rang_2026,nom_clean_2019,nom_clean_2026,tokens_2019,tokens_2026,tokens_communs,nb_tokens_communs,nb_tokens_rares_communs,n_tokens_2019,n_tokens_2026,dice_tokens,lev_distance,lev_ratio,meme_province,tokens_non_prenoms_communs,a_token_non_prenom_commun
ALAIN BRETON LE,ALAIN DESTOURS,Alain LE BRETON,Province Sud,Destin commun caledonien,23,DESTOURS Alain,Province Sud,Pour une Caledonie francaise,19,ALAIN BRETON LE ALAIN LE BRETON,ALAIN DESTOURS DESTOURS ALAIN,ALAIN|BRETON,ALAIN|DESTOURS,ALAIN,1,0,2,2,0.5,20,0.6451612903225806,TRUE,ALAIN,TRUE
ALAIN BECARD,ALAIN DESTOURS,Alain BECARD,Province Sud,Caledonie nouvelle et reunie,21,DESTOURS Alain,Province Sud,Pour une Caledonie francaise,19,ALAIN BECARD ALAIN BECARD,ALAIN DESTOURS DESTOURS ALAIN,ALAIN|BECARD,ALAIN|DESTOURS,ALAIN,1,0,2,2,0.5,19,0.6551724137931034,TRUE,ALAIN,TRUE
ALAIN HOUDAN,ALAIN DESTOURS,Alain HOUDAN,Province Sud,Alliance citoyenne pour la transition,36,DESTOURS Alain,Province Sud,Pour une Caledonie francaise,19,ALAIN HOUDAN ALAIN HOUDAN,ALAIN DESTOURS DESTOURS ALAIN,ALAIN|HOUDAN,ALAIN|DESTOURS,ALAIN,1,0,2,2,0.5,19,0.6551724137931034,TRUE,ALAIN,TRUE
DOMINIQUE GILLIOT,ARNOULD DOMINIQUE,Dominique GILLIOT,Province Sud,Caledonie nouvelle et reunie,24,ARNOULD Dominique,Province Sud,"Nous, reunis",41,DOMINIQUE GILLIOT DOMINIQUE GILLIOT,ARNOULD DOMINIQUE ARNOULD DOMINIQUE,DOMINIQUE|GILLIOT,ARNOULD|DOMINIQUE,DOMINIQUE,1,0,2,2,0.5,23,0.6571428571428571,TRUE,DOMINIQUE,TRUE
DOMINIQUE HUMBERT,ARNOULD DOMINIQUE,Dominique HUMBERT,Province Sud,Parti travailliste et forces progressistes,11,ARNOULD Dominique,Province Sud,"Nous, reunis",41,DOMINIQUE HUMBERT DOMINIQUE HUMBERT,ARNOULD DOMINIQUE ARNOULD DOMINIQUE,DOMINIQUE|HUMBERT,ARNOULD|DOMINIQUE,DOMINIQUE,1,0,2,2,0.5,23,0.6571428571428571,TRUE,DOMINIQUE,TRUE
LAURENT PAITA,DINCLAUX LAURENT,Laurent PAÏTA,Province Sud,Parti travailliste et forces progressistes,9,DINCLAUX Laurent,Province Sud,Kanaky pour tous,19,LAURENT PAITA LAURENT PAITA,DINCLAUX LAURENT DINCLAUX LAURENT,LAURENT|PAITA,DINCLAUX|LAURENT,LAURENT,1,0,2,2,0.5,22,0.6666666666666666,TRUE,LAURENT,TRUE
LAURENT WELEPA,CHATENAY LAURENT,Laurent WELEPA,Province Sud,MNIS Sud,13,CHATENAY LAURENT,Province Sud,Faire Pays,5,LAURENT WELEPA LAURENT WELEPA,CHATENAY LAURENT CHATENAY LAURENT,LAURENT|WELEPA,CHATENAY|LAURENT,LAURENT,1,0,2,2,0.5,22,0.6666666666666666,TRUE,LAURENT,TRUE
NICOLAS PUGIBET,NICOLAS YAMAMOTO,Nicolas PUGIBET,Province Sud,Construire autrement,29,YAMAMOTO Nicolas,Province Sud,Les Loyalistes et Le Rassemblement,24,NICOLAS PUGIBET NICOLAS PUGIBET,NICOLAS YAMAMOTO YAMAMOTO NICOLAS,NICOLAS|PUGIBET,NICOLAS|YAMAMOTO,NICOLAS,1,0,2,2,0.5,22,0.6666666666666666,TRUE,NICOLAS,TRUE
BUKOVEC OLIVIER,CAPECCHI OLIVIER,Olivier BUKOVEC,Province Sud,Caledonie nouvelle et reunie,5,CAPECCHI Olivier,Province Sud,Un autre monde est possible,9,BUKOVEC OLIVIER OLIVIER BUKOVEC,CAPECCHI OLIVIER CAPECCHI OLIVIER,BUKOVEC|OLIVIER,CAPECCHI|OLIVIER,OLIVIER,1,0,2,2,0.5,22,0.6666666666666666,TRUE,OLIVIER,TRUE
GOMES PHILIPPE,ETCHEVERRY PHILIPPE,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,ETCHEVERRY Philippe,Province Sud,"France Caledonie, une patrie",23,GOMES PHILIPPE PHILIPPE GOMES,ETCHEVERRY PHILIPPE ETCHEVERRY PHILIPPE,GOMES|PHILIPPE,ETCHEVERRY|PHILIPPE,PHILIPPE,1,0,2,2,0.5,26,0.6666666666666666,TRUE,PHILIPPE,TRUE
KAWA SONIA,BOUTEILLER SONIA,Sonia KAWA,Province Sud,Parti travailliste et forces progressistes,20,BOUTEILLER Sonia,Province Sud,"France Caledonie, une patrie",16,KAWA SONIA SONIA KAWA,BOUTEILLER SONIA BOUTEILLER SONIA,KAWA|SONIA,BOUTEILLER|SONIA,SONIA,1,0,2,2,0.5,22,0.6666666666666666,TRUE,SONIA,TRUE
KAWA SONIA,SONIA TOLUAFE,Sonia KAWA,Province Sud,Parti travailliste et forces progressistes,20,TOLUAFE Sonia,Province Sud,Un autre monde est possible,37,KAWA SONIA SONIA KAWA,SONIA TOLUAFE TOLUAFE SONIA,KAWA|SONIA,SONIA|TOLUAFE,SONIA,1,0,2,2,0.5,18,0.6666666666666666,TRUE,SONIA,TRUE
SONIA TEIN,SIRO SONIA,Sonia TEIN,Province Sud,Caledonie nouvelle et reunie,30,SIRO Sonia,Province Sud,Unis pour le Pays,26,SONIA TEIN SONIA TEIN,SIRO SONIA SIRO SONIA,SONIA|TEIN,SIRO|SONIA,SONIA,1,0,2,2,0.5,14,0.6666666666666666,TRUE,SONIA,TRUE
SANTA THIERRY,PAPROCKI THIERRY,Thierry SANTA,Province Sud,L'Avenir en confiance,2,PAPROCKI Thierry,Province Sud,Un espoir pour demain,33,SANTA THIERRY THIERRY SANTA,PAPROCKI THIERRY PAPROCKI THIERRY,SANTA|THIERRY,PAPROCKI|THIERRY,THIERRY,1,0,2,2,0.5,22,0.6666666666666666,TRUE,THIERRY,TRUE
BERNARD ENOKA,BASQUIN BERNARD,Bernard ENOKA,Province Sud,MNIS Sud,47,BASQUIN Bernard,Province Sud,"Nous, reunis",35,BERNARD ENOKA BERNARD ENOKA,BASQUIN BERNARD BASQUIN BERNARD,BERNARD|ENOKA,BASQUIN|BERNARD,BERNARD,1,0,2,2,0.5,21,0.6774193548387096,TRUE,BERNARD,TRUE
BERNARD MARANT,BASQUIN BERNARD,Bernard MARANT,Province Sud,Caledoniens Ensemble,47,BASQUIN Bernard,Province Sud,"Nous, reunis",35,BERNARD MARANT BERNARD MARANT,BASQUIN BERNARD BASQUIN BERNARD,BERNARD|MARANT,BASQUIN|BERNARD,BERNARD,1,0,2,2,0.5,21,0.6774193548387096,TRUE,BERNARD,TRUE
DIDIER VERNAY,DIDIER MARCUZZO,Didier VERNAY,Province Sud,Rassemblement national,13,MARCUZZO Didier,Province Sud,"France Caledonie, une patrie",29,DIDIER VERNAY DIDIER VERNAY,DIDIER MARCUZZO MARCUZZO DIDIER,DIDIER|VERNAY,DIDIER|MARCUZZO,DIDIER,1,0,2,2,0.5,21,0.6774193548387096,TRUE,DIDIER,TRUE
HENRI WAWALAHAE,HENIN HENRI,Henri WAWALAHAE,Province Sud,Parti travailliste et forces progressistes,49,HENIN Henri,Province Sud,Pour une Caledonie francaise,41,HENRI WAWALAHAE HENRI WAWALAHAE,HENIN HENRI HENIN HENRI,HENRI|WAWALAHAE,HENIN|HENRI,HENRI,1,0,2,2,0.5,21,0.6774193548387096,TRUE,HENRI,TRUE
LAURENT WELEPA,GATUHAU LAURENT,Laurent WELEPA,Province Sud,MNIS Sud,13,GATUHAU Laurent,Province Sud,Alliance Pacifik enracinee,8,LAURENT WELEPA LAURENT WELEPA,GATUHAU LAURENT GATUHAU LAURENT,LAURENT|WELEPA,GATUHAU|LAURENT,LAURENT,1,0,2,2,0.5,21,0.6774193548387096,TRUE,LAURENT,TRUE
MAGULU MARIA,MARIA PHAM,Maria MAGULU,Province Sud,Destin commun caledonien,50,PHAM Maria,Province Sud,"France Caledonie, une patrie",14,MAGULU MARIA MARIA MAGULU,MARIA PHAM PHAM MARIA,MAGULU|MARIA,MARIA|PHAM,MARIA,1,0,2,2,0.5,17,0.68,TRUE,MARIA,TRUE
SONIA TEIN,DEVAUD SONIA,Sonia TEIN,Province Sud,Caledonie nouvelle et reunie,30,DEVAUD Sonia,Province Sud,Pour une Caledonie francaise,14,SONIA TEIN SONIA TEIN,DEVAUD SONIA DEVAUD SONIA,SONIA|TEIN,DEVAUD|SONIA,SONIA,1,0,2,2,0.5,17,0.68,TRUE,SONIA,TRUE
BERNARD BOUANAOUE,BASQUIN BERNARD,Bernard BOUANAOUE,Province Sud,Parti travailliste et forces progressistes,43,BASQUIN Bernard,Province Sud,"Nous, reunis",35,BERNARD BOUANAOUE BERNARD BOUANAOUE,BASQUIN BERNARD BASQUIN BERNARD,BERNARD|BOUANAOUE,BASQUIN|BERNARD,BERNARD,1,0,2,2,0.5,24,0.6857142857142857,TRUE,BERNARD,TRUE
LEMAISTRE OLIVIER,CAPECCHI OLIVIER,Olivier LEMAISTRE,Province Sud,Caledonie nouvelle et reunie,3,CAPECCHI Olivier,Province Sud,Un autre monde est possible,9,LEMAISTRE OLIVIER OLIVIER LEMAISTRE,CAPECCHI OLIVIER CAPECCHI OLIVIER,LEMAISTRE|OLIVIER,CAPECCHI|OLIVIER,OLIVIER,1,0,2,2,0.5,24,0.6857142857142857,TRUE,OLIVIER,TRUE
GOUASSEM SONIA,DEVAUD SONIA,Sonia GOUASSEM,Province Sud,Destin commun caledonien,20,DEVAUD Sonia,Province Sud,Pour une Caledonie francaise,14,GOUASSEM SONIA SONIA GOUASSEM,DEVAUD SONIA DEVAUD SONIA,GOUASSEM|SONIA,DEVAUD|SONIA,SONIA,1,0,2,2,0.5,20,0.6896551724137931,TRUE,SONIA,TRUE
LAURENT WELEPA,DINCLAUX LAURENT,Laurent WELEPA,Province Sud,MNIS Sud,13,DINCLAUX Laurent,Province Sud,Kanaky pour tous,19,LAURENT WELEPA LAURENT WELEPA,DINCLAUX LAURENT DINCLAUX LAURENT,LAURENT|WELEPA,DINCLAUX|LAURENT,LAURENT,1,0,2,2,0.5,23,0.696969696969697,TRUE,LAURENT,TRUE
HOUDAN OLIVIER,CAPECCHI OLIVIER,Olivier HOUDAN,Province Sud,Construire autrement,49,CAPECCHI Olivier,Province Sud,Un autre monde est possible,9,HOUDAN OLIVIER OLIVIER HOUDAN,CAPECCHI OLIVIER CAPECCHI OLIVIER,HOUDAN|OLIVIER,CAPECCHI|OLIVIER,OLIVIER,1,0,2,2,0.5,23,0.696969696969697,TRUE,OLIVIER,TRUE
HENRI LOLOHEA,HENRI LUEPACK,Henri LOLOHEA,Province des Iles,MNIS Iles,20,LUEPACK Henri,Province des Iles,Un nouveau souffle,7,HENRI LOLOHEA HENRI LOLOHEA,HENRI LUEPACK LUEPACK HENRI,HENRI|LOLOHEA,HENRI|LUEPACK,HENRI,1,0,2,2,0.5,19,0.7037037037037037,TRUE,HENRI,TRUE
HENRI SELEFEN,HENRI LUEPACK,Henri SELEFEN,Province des Iles,MNIS Iles,4,LUEPACK Henri,Province des Iles,Un nouveau souffle,7,HENRI SELEFEN HENRI SELEFEN,HENRI LUEPACK LUEPACK HENRI,HENRI|SELEFEN,HENRI|LUEPACK,HENRI,1,0,2,2,0.5,19,0.7037037037037037,TRUE,HENRI,TRUE
ALAIN CARAMESSY,ALAIN DESTOURS,Alain CARAMESSY,Province Sud,Alliance citoyenne pour la transition,10,DESTOURS Alain,Province Sud,Pour une Caledonie francaise,19,ALAIN CARAMESSY ALAIN CARAMESSY,ALAIN DESTOURS DESTOURS ALAIN,ALAIN|CARAMESSY,ALAIN|DESTOURS,ALAIN,1,0,2,2,0.5,22,0.7096774193548387,TRUE,ALAIN,TRUE
LAURENT WELEPA,BARBIER LAURENT,Laurent WELEPA,Province Sud,MNIS Sud,13,BARBIER Laurent,Province Sud,"France Caledonie, une patrie",32,LAURENT WELEPA LAURENT WELEPA,BARBIER LAURENT BARBIER LAURENT,LAURENT|WELEPA,BARBIER|LAURENT,LAURENT,1,0,2,2,0.5,22,0.7096774193548387,TRUE,LAURENT,TRUE
ALAIN PIDJOT,ALAIN DESTOURS,Alain PIDJOT,Province Sud,FLNKS,25,DESTOURS Alain,Province Sud,Pour une Caledonie francaise,19,ALAIN PIDJOT ALAIN PIDJOT,ALAIN DESTOURS DESTOURS ALAIN,ALAIN|PIDJOT,ALAIN|DESTOURS,ALAIN,1,0,2,2,0.5,21,0.7241379310344828,TRUE,ALAIN,TRUE
SONIA STUART,BOUTEILLER SONIA,Sonia STUART,Province Sud,Caledonie nouvelle et reunie,26,BOUTEILLER Sonia,Province Sud,"France Caledonie, une patrie",16,SONIA STUART SONIA STUART,BOUTEILLER SONIA BOUTEILLER SONIA,SONIA|STUART,BOUTEILLER|SONIA,SONIA,1,0,2,2,0.5,24,0.7272727272727273,TRUE,SONIA,TRUE
NICOLAS PUGIBET,MACHFUL NICOLAS,Nicolas PUGIBET,Province Sud,Construire autrement,29,MACHFUL Nicolas,Province Sud,"Nous, reunis",49,NICOLAS PUGIBET NICOLAS PUGIBET,MACHFUL NICOLAS MACHFUL NICOLAS,NICOLAS|PUGIBET,MACHFUL|NICOLAS,NICOLAS,1,0,2,2,0.5,23,0.7419354838709677,TRUE,NICOLAS,TRUE
DOUELLON ISABELLE,ISABELLE RINAUDO,Isabelle DOUELLON,Province Sud,Rassemblement national,28,RINAUDO Isabelle,Province Sud,Un espoir pour demain,30,DOUELLON ISABELLE ISABELLE DOUELLON,ISABELLE RINAUDO RINAUDO ISABELLE,DOUELLON|ISABELLE,ISABELLE|RINAUDO,ISABELLE,1,0,2,2,0.5,26,0.7428571428571429,TRUE,ISABELLE,TRUE
LEMAISTRE OLIVIER,OLIVIER REVERCE,Olivier LEMAISTRE,Province Sud,Caledonie nouvelle et reunie,3,REVERCE OLIVIER,Province Sud,Faire Pays,15,LEMAISTRE OLIVIER OLIVIER LEMAISTRE,OLIVIER REVERCE REVERCE OLIVIER,LEMAISTRE|OLIVIER,OLIVIER|REVERCE,OLIVIER,1,0,2,2,0.5,26,0.7428571428571429,TRUE,OLIVIER,TRUE
DOUELLON ISABELLE,ISABELLE TALLONNIER,Isabelle DOUELLON,Province Sud,Rassemblement national,28,TALLONNIER Isabelle,Province Sud,"France Caledonie, une patrie",33,DOUELLON ISABELLE ISABELLE DOUELLON,ISABELLE TALLONNIER TALLONNIER ISABELLE,DOUELLON|ISABELLE,ISABELLE|TALLONNIER,ISABELLE,1,0,2,2,0.5,29,0.7435897435897436,TRUE,ISABELLE,TRUE
DOMINIQUE MOLE,DOMINIQUE HMELEUE LAWI,Dominique MOLE,Province des Iles,Nouvelle vision des Iles,3,LAWI Dominique Hmeleue,Province des Iles,UC-FLNKS Iles,9,DOMINIQUE MOLE DOMINIQUE MOLE,DOMINIQUE HMELEUE LAWI LAWI DOMINIQUE HMELEUE,DOMINIQUE|MOLE,DOMINIQUE|HMELEUE|LAWI,DOMINIQUE,1,0,2,3,0.4,18,0.4,TRUE,DOMINIQUE,TRUE
CHIARA JEAN PHILIPPE,GAZEAU PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,GAZEAU Philippe,Province Sud,Un espoir pour demain,45,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,GAZEAU PHILIPPE GAZEAU PHILIPPE,CHIARA|JEAN|PHILIPPE,GAZEAU|PHILIPPE,PHILIPPE,1,0,3,2,0.4,19,0.4634146341463415,TRUE,PHILIPPE,TRUE
CHIARA JEAN PHILIPPE,DURAND PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,DURAND PHILIPPE DURAND PHILIPPE,CHIARA|JEAN|PHILIPPE,DURAND|PHILIPPE,PHILIPPE,1,0,3,2,0.4,20,0.4878048780487805,TRUE,PHILIPPE,TRUE
CHIARA JEAN PHILIPPE,HNAGEJE PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,HNAGEJE Philippe,Province Sud,Une Province pour tous,44,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,HNAGEJE PHILIPPE HNAGEJE PHILIPPE,CHIARA|JEAN|PHILIPPE,HNAGEJE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,20,0.4878048780487805,TRUE,PHILIPPE,TRUE
CHIARA JEAN PHILIPPE,LEME PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,LEME Philippe,Province Sud,"Nous, reunis",43,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,LEME PHILIPPE LEME PHILIPPE,CHIARA|JEAN|PHILIPPE,LEME|PHILIPPE,PHILIPPE,1,0,3,2,0.4,20,0.4878048780487805,TRUE,PHILIPPE,TRUE
CHRISTIAN TAMASO,CHRISTIAN ONEATA PEAUTAU,Christian TAMASO,Province Sud,Parti travailliste et forces progressistes,21,PEAUTAU Christian Oneata,Province Sud,Alliance Pacifik enracinee,22,CHRISTIAN TAMASO CHRISTIAN TAMASO,CHRISTIAN ONEATA PEAUTAU PEAUTAU CHRISTIAN ONEATA,CHRISTIAN|TAMASO,CHRISTIAN|ONEATA|PEAUTAU,CHRISTIAN,1,0,2,3,0.4,24,0.4897959183673469,TRUE,CHRISTIAN,TRUE
HENRI LOLOHEA,HENRI JOVIAL NENA,Henri LOLOHEA,Province des Iles,MNIS Iles,20,"NENA Henri, Jovial",Province des Iles,Baselaia,11,HENRI LOLOHEA HENRI LOLOHEA,HENRI JOVIAL NENA NENA HENRI JOVIAL,HENRI|LOLOHEA,HENRI|JOVIAL|NENA,HENRI,1,0,2,3,0.4,18,0.5142857142857142,TRUE,HENRI,TRUE
HENRI ZEGOU,HENRI JUNI MAO,Henri ZEGOU,Province Sud,Rassemblement national,49,JUNI Henri Mao,Province Sud,Kanaky pour tous,23,HENRI ZEGOU HENRI ZEGOU,HENRI JUNI MAO JUNI HENRI MAO,HENRI|ZEGOU,HENRI|JUNI|MAO,HENRI,1,0,2,3,0.4,15,0.5172413793103449,TRUE,HENRI,TRUE
DEVILLERS VALERIE,CHEVALIER SEVERINE VALERIE,Valérie DEVILLERS,Province Sud,Construire autrement,40,CHEVALIER Séverine-Valérie,Province Sud,Un espoir pour demain,20,DEVILLERS VALERIE VALERIE DEVILLERS,CHEVALIER SEVERINE VALERIE CHEVALIER SEVERINE VALERIE,DEVILLERS|VALERIE,CHEVALIER|SEVERINE|VALERIE,VALERIE,1,0,2,3,0.4,28,0.5283018867924528,TRUE,VALERIE,TRUE
CHRISTIAN COLLOT,CHRISTIAN ONEATA PEAUTAU,Christian COLLOT,Province Sud,Alliance citoyenne pour la transition,20,PEAUTAU Christian Oneata,Province Sud,Alliance Pacifik enracinee,22,CHRISTIAN COLLOT CHRISTIAN COLLOT,CHRISTIAN ONEATA PEAUTAU PEAUTAU CHRISTIAN ONEATA,CHRISTIAN|COLLOT,CHRISTIAN|ONEATA|PEAUTAU,CHRISTIAN,1,0,2,3,0.4,26,0.5306122448979592,TRUE,CHRISTIAN,TRUE
JEAN PHILIPPE ROUQUETTE,LEME PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,LEME Philippe,Province Sud,"Nous, reunis",43,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,LEME PHILIPPE LEME PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,LEME|PHILIPPE,PHILIPPE,1,0,3,2,0.4,25,0.5319148936170213,TRUE,PHILIPPE,TRUE
CHIARA JEAN PHILIPPE,LEMAITRE PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,LEMAITRE Philippe,Province Sud,Pour une Caledonie francaise,5,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,LEMAITRE PHILIPPE LEMAITRE PHILIPPE,CHIARA|JEAN|PHILIPPE,LEMAITRE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,22,0.5365853658536586,TRUE,PHILIPPE,TRUE
BLAISE PHILIPPE,KAOUA PHILIPPE WEDOI,Philippe BLAISE,Province Sud,L'Avenir en confiance,6,WEDOI Philippe Kaoua,Province Sud,Kanaky pour tous,31,BLAISE PHILIPPE PHILIPPE BLAISE,KAOUA PHILIPPE WEDOI WEDOI PHILIPPE KAOUA,BLAISE|PHILIPPE,KAOUA|PHILIPPE|WEDOI,PHILIPPE,1,0,2,3,0.4,22,0.5365853658536586,TRUE,PHILIPPE,TRUE
GOMES PHILIPPE,KAOUA PHILIPPE WEDOI,Philippe GOMES,Province Sud,Caledoniens Ensemble,1,WEDOI Philippe Kaoua,Province Sud,Kanaky pour tous,31,GOMES PHILIPPE PHILIPPE GOMES,KAOUA PHILIPPE WEDOI WEDOI PHILIPPE KAOUA,GOMES|PHILIPPE,KAOUA|PHILIPPE|WEDOI,PHILIPPE,1,0,2,3,0.4,22,0.5365853658536586,TRUE,PHILIPPE,TRUE
DEVILLERS MAUDE,DEVILLERS GAUVAN JOYCE,Maude DEVILLERS,Province Nord,Caledoniens Ensemble Nord,28,DEVILLERS épouse GAUVAN Joyce,Province Nord,Agissons ensemble pour le Nord,25,DEVILLERS MAUDE MAUDE DEVILLERS,DEVILLERS GAUVAN JOYCE DEVILLERS EPOUSE GAUVAN JOYCE,DEVILLERS|MAUDE,DEVILLERS|GAUVAN|JOYCE,DEVILLERS,1,0,2,3,0.4,28,0.5384615384615384,TRUE,DEVILLERS,TRUE
HELENE MARIE WAMALO,HELENE KALOKO,Marie-Hélène WAMALO,Province Sud,MNIS Sud,18,KALOKO Hélène,Province Sud,Alliance Pacifik enracinee,33,HELENE MARIE WAMALO MARIE HELENE WAMALO,HELENE KALOKO KALOKO HELENE,HELENE|MARIE|WAMALO,HELENE|KALOKO,HELENE,1,0,3,2,0.4,21,0.5384615384615384,TRUE,HELENE,TRUE
HELENE MARIE WAMALO,HELENE NAPOREA,Marie-Hélène WAMALO,Province Sud,MNIS Sud,18,NAPOREA Hélène,Province Sud,Souverainete Kanaky NC,32,HELENE MARIE WAMALO MARIE HELENE WAMALO,HELENE NAPOREA NAPOREA HELENE,HELENE|MARIE|WAMALO,HELENE|NAPOREA,HELENE,1,0,3,2,0.4,21,0.5384615384615384,TRUE,HELENE,TRUE
HELLOA JACQUELINE WAHEO,DRAWILO JACQUELINE,Jacqueline WAHEO ép HELLOA,Province des Iles,Parti travailliste,6,DRAWILO Jacqueline,Province des Iles,Palika Iles,21,HELLOA JACQUELINE WAHEO JACQUELINE WAHEO EP HELLOA,DRAWILO JACQUELINE DRAWILO JACQUELINE,HELLOA|JACQUELINE|WAHEO,DRAWILO|JACQUELINE,JACQUELINE,1,0,3,2,0.4,27,0.54,TRUE,JACQUELINE,TRUE
HENRI SELEFEN,HENRI JOVIAL NENA,Henri SELEFEN,Province des Iles,MNIS Iles,4,"NENA Henri, Jovial",Province des Iles,Baselaia,11,HENRI SELEFEN HENRI SELEFEN,HENRI JOVIAL NENA NENA HENRI JOVIAL,HENRI|SELEFEN,HENRI|JOVIAL|NENA,HENRI,1,0,2,3,0.4,19,0.5428571428571428,TRUE,HENRI,TRUE
BLAISE PHILIPPE,CHRISTOPHE PHILIPPE VINCENT,Philippe BLAISE,Province Sud,L'Avenir en confiance,6,VINCENT Philippe Christophe,Province Sud,Souverainete Kanaky NC,29,BLAISE PHILIPPE PHILIPPE BLAISE,CHRISTOPHE PHILIPPE VINCENT VINCENT PHILIPPE CHRISTOPHE,BLAISE|PHILIPPE,CHRISTOPHE|PHILIPPE|VINCENT,PHILIPPE,1,0,2,3,0.4,30,0.5454545454545454,TRUE,PHILIPPE,TRUE
JEAN PHILIPPE ROUQUETTE,DURAND PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,DURAND Philippe,Province Sud,Pour une Caledonie francaise,35,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,DURAND PHILIPPE DURAND PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,DURAND|PHILIPPE,PHILIPPE,1,0,3,2,0.4,26,0.5531914893617021,TRUE,PHILIPPE,TRUE
JEAN PHILIPPE ROUQUETTE,GAZEAU PHILIPPE,Jean-Philippe ROUQUETTE,Province Sud,Rassemblement national,19,GAZEAU Philippe,Province Sud,Un espoir pour demain,45,JEAN PHILIPPE ROUQUETTE JEAN PHILIPPE ROUQUETTE,GAZEAU PHILIPPE GAZEAU PHILIPPE,JEAN|PHILIPPE|ROUQUETTE,GAZEAU|PHILIPPE,PHILIPPE,1,0,3,2,0.4,26,0.5531914893617021,TRUE,PHILIPPE,TRUE
MARIE PASCALE VOLTIGEUR,MARANT PASCALE,Marie-Pascale VOLTIGEUR,Province Sud,Caledoniens Ensemble,34,MARANT Pascale,Province Sud,"Nous, reunis",30,MARIE PASCALE VOLTIGEUR MARIE PASCALE VOLTIGEUR,MARANT PASCALE MARANT PASCALE,MARIE|PASCALE|VOLTIGEUR,MARANT|PASCALE,PASCALE,1,0,3,2,0.4,26,0.5531914893617021,TRUE,PASCALE,TRUE
DEVILLERS MARC,DEVILLERS GAUVAN JOYCE,Marc DEVILLERS,Province Nord,Caledoniens Ensemble Nord,21,DEVILLERS épouse GAUVAN Joyce,Province Nord,Agissons ensemble pour le Nord,25,DEVILLERS MARC MARC DEVILLERS,DEVILLERS GAUVAN JOYCE DEVILLERS EPOUSE GAUVAN JOYCE,DEVILLERS|MARC,DEVILLERS|GAUVAN|JOYCE,DEVILLERS,1,0,2,3,0.4,29,0.5576923076923077,TRUE,DEVILLERS,TRUE
CHRISTIAN TAMASO,CHRISTIAN JEAN WADRA,Christian TAMASO,Province Sud,Parti travailliste et forces progressistes,21,WADRA JEAN-CHRISTIAN,Province Sud,Faire Pays,29,CHRISTIAN TAMASO CHRISTIAN TAMASO,CHRISTIAN JEAN WADRA WADRA JEAN CHRISTIAN,CHRISTIAN|TAMASO,CHRISTIAN|JEAN|WADRA,CHRISTIAN,1,0,2,3,0.4,23,0.5609756097560976,TRUE,CHRISTIAN,TRUE
CHIARA JEAN PHILIPPE,DESEIGNE PHILIPPE,Jean-Philippe CHIARA,Province Sud,Rassemblement national,45,DESEIGNE Philippe,Province Sud,Unis pour le Pays,25,CHIARA JEAN PHILIPPE JEAN PHILIPPE CHIARA,DESEIGNE PHILIPPE DESEIGNE PHILIPPE,CHIARA|JEAN|PHILIPPE,DESEIGNE|PHILIPPE,PHILIPPE,1,0,3,2,0.4,23,0.5609756097560976,TRUE,PHILIPPE,TRUE
MERO NICOLAS,KEMEDJIE NICOLAS SELEFEN,Nicolas MERO,Province Sud,Caledonie nouvelle et reunie,33,SELEFEN Nicolas Kemedjie,Province Sud,Souverainete Kanaky NC,47,MERO NICOLAS NICOLAS MERO,KEMEDJIE NICOLAS SELEFEN SELEFEN NICOLAS KEMEDJIE,MERO|NICOLAS,KEMEDJIE|NICOLAS|SELEFEN,NICOLAS,1,0,2,3,0.4,28,0.5714285714285714,TRUE,NICOLAS,TRUE
