page,commune_code,commune,numero_liste_municipale,liste_municipale,rang_municipal,civilite,nom_pdf,nom_cle_municipales,token_signature,nb_tokens,source_pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,50,Mme,MOREAU Nicole,MOREAU NICOLE,MOREAU|NICOLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,51,M.,WAMO Kéissÿ,WAMO KEISSY,KEISSY|WAMO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,52,Mme,FAYE Emma,FAYE EMMA,EMMA|FAYE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,53,M.,MANAUTE Joseph,MANAUTE JOSEPH,JOSEPH|MANAUTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,54,Mme,LAGNEAU Martine,LAGNEAU MARTINE,LAGNEAU|MARTINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,55,M.,LASNIER Michel,LASNIER MICHEL,LASNIER|MICHEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,1,M.,ADJOUHGNIOPE Lesse,ADJOUHGNIOPE LESSE,ADJOUHGNIOPE|LESSE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,2,Mme,EATENE Roseline,EATENE ROSELINE,EATENE|ROSELINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,3,M.,BEANOU Michel,BEANOU MICHEL,BEANOU|MICHEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,4,Mme,FOREST Aude Dremue,FOREST AUDE DREMUE,AUDE|DREMUE|FOREST,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,5,M.,BOANEMOA Joseph,BOANEMOA JOSEPH,BOANEMOA|JOSEPH,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,6,Mme,MAWEA Simone Thengoe,MAWEA SIMONE THENGOE,MAWEA|SIMONE|THENGOE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,7,M.,HAMA Daniel,HAMA DANIEL,DANIEL|HAMA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,8,Mme,MARAKAI Charleine Tiaré,MARAKAI CHARLEINE TIARE,CHARLEINE|MARAKAI|TIARE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,9,M.,BAILLY Heneliko Jeronimo,BAILLY HENELIKO JERONIMO,BAILLY|HENELIKO|JERONIMO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,10,Mme,PUJAPUJANE Mona,PUJAPUJANE MONA,MONA|PUJAPUJANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,11,M.,DEMENE Ernest,DEMENE ERNEST,DEMENE|ERNEST,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,12,Mme,WAHEA Katia,WAHEA KATIA,KATIA|WAHEA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,13,M.,PASSA Sitrima,PASSA SITRIMA,PASSA|SITRIMA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,14,Mme,OUILLATTE Yolina,OUILLATTE YOLINA,OUILLATTE|YOLINA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,15,M.,LE BERRE Thièrry,LE BERRE THIERRY,BERRE|LE|THIERRY,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,16,Mme,DEOUWI Valentine,DEOUWI VALENTINE,DEOUWI|VALENTINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,17,M.,HARPER Daniel,HARPER DANIEL,DANIEL|HARPER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,18,Mme,FRENOLD Cecile,FRENOLD CECILE,CECILE|FRENOLD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,19,M.,MALO Jean-Marie,MALO JEAN MARIE,JEAN|MALO|MARIE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,20,Mme,PREBIN Danielle,PREBIN DANIELLE,DANIELLE|PREBIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,21,M.,BEYNEY Gilles,BEYNEY GILLES,BEYNEY|GILLES,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,22,Mme,DELPOUVE Brigitte,DELPOUVE BRIGITTE,BRIGITTE|DELPOUVE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,23,M.,BOIGUIVIE Sylvain,BOIGUIVIE SYLVAIN,BOIGUIVIE|SYLVAIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,24,Mme,GOGENMOS Glenda,GOGENMOS GLENDA,GLENDA|GOGENMOS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,25,M.,WAPITA Pierre,WAPITA PIERRE,PIERRE|WAPITA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,26,Mme,WABETE Yvonne Hnawang,WABETE YVONNE HNAWANG,HNAWANG|WABETE|YVONNE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,27,M.,SIWOINE Casimir,SIWOINE CASIMIR,CASIMIR|SIWOINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,28,Mme,VAKIE Isabelle,VAKIE ISABELLE,ISABELLE|VAKIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,29,M.,WEDOI Philippe,WEDOI PHILIPPE,PHILIPPE|WEDOI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,30,Mme,WANEUX Elisabeth,WANEUX ELISABETH,ELISABETH|WANEUX,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,31,M.,QANUNE Alexis,QANUNE ALEXIS,ALEXIS|QANUNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,32,Mme,AJAPUHNYA Linda,AJAPUHNYA LINDA,AJAPUHNYA|LINDA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,33,M.,UKAKO Canye,UKAKO CANYE,CANYE|UKAKO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
124,98818,Nouméa,5,UNITE PAYS,34,Mme,BOUQUET Yvette,BOUQUET YVETTE,BOUQUET|YVETTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,35,M.,WASSINGALU Clovis,WASSINGALU CLOVIS,CLOVIS|WASSINGALU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,36,Mme,HNADA Marielle,HNADA MARIELLE,HNADA|MARIELLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,37,M.,PABOUTY Sylvain,PABOUTY SYLVAIN,PABOUTY|SYLVAIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,38,Mme,VAIAGINA Lynda,VAIAGINA LYNDA,LYNDA|VAIAGINA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,39,M.,PIDRA Thewie,PIDRA THEWIE,PIDRA|THEWIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,40,Mme,MATAILA Marie-Chanel,MATAILA MARIE CHANEL,CHANEL|MARIE|MATAILA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,41,M.,OUNOU Jean-Donald,OUNOU JEAN DONALD,DONALD|JEAN|OUNOU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,42,Mme,AGOURERE Marine,AGOURERE MARINE,AGOURERE|MARINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,43,M.,IONE Dominique,IONE DOMINIQUE,DOMINIQUE|IONE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,44,Mme,WATHOJE Theresa,WATHOJE THERESA,THERESA|WATHOJE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,45,M.,MATEAU Henri Emana,MATEAU HENRI EMANA,EMANA|HENRI|MATEAU,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,46,Mme,LAOUNIOU Marie-Juliene,LAOUNIOU MARIE JULIENE,JULIENE|LAOUNIOU|MARIE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,47,M.,WAIMO Camille,WAIMO CAMILLE,CAMILLE|WAIMO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,48,Mme,PERDRIX EPOUSE OUNOU Madeleine,PERDRIX EPOUSE OUNOU MADELEINE,EPOUSE|MADELEINE|OUNOU|PERDRIX,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,49,M.,BOUCKO Brice,BOUCKO BRICE,BOUCKO|BRICE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,50,Mme,HAMENE Leeze,HAMENE LEEZE,HAMENE|LEEZE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,51,M.,WAIMO Loic,WAIMO LOIC,LOIC|WAIMO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,52,Mme,WAIKEDRE ÉPOUSE HYALEYAP Germaine,WAIKEDRE EPOUSE HYALEYAP GERMAINE,EPOUSE|GERMAINE|HYALEYAP|WAIKEDRE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,53,M.,DIALLA Hermann,DIALLA HERMANN,DIALLA|HERMANN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,54,Mme,VILIAMO-PASSA Patricia,VILIAMO PASSA PATRICIA,PASSA|PATRICIA|VILIAMO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
125,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,55,M.,CAEAT Landry,CAEAT LANDRY,CAEAT|LANDRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,1,Mme,HAOCAS Muneiko,HAOCAS MUNEIKO,HAOCAS|MUNEIKO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,2,M.,OÏNE Jean-Jacky,OINE JEAN JACKY,JACKY|JEAN|OINE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,3,Mme,MARIE Chrystèle,MARIE CHRYSTELE,CHRYSTELE|MARIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,4,M.,WAHEO Jacob,WAHEO JACOB,JACOB|WAHEO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,5,Mme,LOQA Nénéma,LOQA NENEMA,LOQA|NENEMA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,6,M.,GNIPATE Thierry,GNIPATE THIERRY,GNIPATE|THIERRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,7,Mme,WANEUX Wasesa,WANEUX WASESA,WANEUX|WASESA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,8,M.,GOGNY Jean-Baptiste,GOGNY JEAN BAPTISTE,BAPTISTE|GOGNY|JEAN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,9,Mme,ELASETO Kloé,ELASETO KLOE,ELASETO|KLOE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,10,M.,WAHMETU Fabrice,WAHMETU FABRICE,FABRICE|WAHMETU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,11,Mme,POULAWA Concepta,POULAWA CONCEPTA,CONCEPTA|POULAWA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,12,M.,UVEAKOVI Kolovise,UVEAKOVI KOLOVISE,KOLOVISE|UVEAKOVI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,13,Mme,JENO Drerila,JENO DRERILA,DRERILA|JENO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,14,M.,PIDRA Frédéric,PIDRA FREDERIC,FREDERIC|PIDRA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,15,Mme,WAIMO Marie-Estelle,WAIMO MARIE ESTELLE,ESTELLE|MARIE|WAIMO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,16,M.,POINDI Frederik,POINDI FREDERIK,FREDERIK|POINDI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,17,Mme,ILENGO Joëlle,ILENGO JOELLE,ILENGO|JOELLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,18,M.,LOQA Jean-Raymond,LOQA JEAN RAYMOND,JEAN|LOQA|RAYMOND,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,19,Mme,BOUCKO Hnamena,BOUCKO HNAMENA,BOUCKO|HNAMENA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,20,M.,WENEGUEI Victor,WENEGUEI VICTOR,VICTOR|WENEGUEI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,21,Mme,ILENGO Marianne,ILENGO MARIANNE,ILENGO|MARIANNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,22,M.,LAVELLOI Chanel,LAVELLOI CHANEL,CHANEL|LAVELLOI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,23,Mme,WAÏMO Laurence,WAIMO LAURENCE,LAURENCE|WAIMO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,24,M.,IHLY Hyoupou,IHLY HYOUPOU,HYOUPOU|IHLY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,25,Mme,KAPOERI Marie-Pierre,KAPOERI MARIE PIERRE,KAPOERI|MARIE|PIERRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,26,M.,VAINIPO Christian,VAINIPO CHRISTIAN,CHRISTIAN|VAINIPO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,27,Mme,BODEN Délhya,BODEN DELHYA,BODEN|DELHYA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,28,M.,KAPOERI Victor,KAPOERI VICTOR,KAPOERI|VICTOR,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,29,Mme,BUAMA Elodie,BUAMA ELODIE,BUAMA|ELODIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,30,M.,WAIA Waïa,WAIA WAIA,WAIA,1,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,31,Mme,WANEUX Suzyvane,WANEUX SUZYVANE,SUZYVANE|WANEUX,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,32,M.,BERNIER Xavier,BERNIER XAVIER,BERNIER|XAVIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,33,Mme,HNAUK Christine,HNAUK CHRISTINE,CHRISTINE|HNAUK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
126,98818,Nouméa,6,Nouméa coeur battant - justice sociale,34,M.,JACKEMEN Cyriac,JACKEMEN CYRIAC,CYRIAC|JACKEMEN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,35,Mme,WOWENE Marie,WOWENE MARIE,MARIE|WOWENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,36,M.,PAPILONIO Mario,PAPILONIO MARIO,MARIO|PAPILONIO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,37,Mme,MAJELE Zemilla,MAJELE ZEMILLA,MAJELE|ZEMILLA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,38,M.,ULUME Judicaël,ULUME JUDICAEL,JUDICAEL|ULUME,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,39,Mme,LAVELLOI Angeline,LAVELLOI ANGELINE,ANGELINE|LAVELLOI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,40,M.,TRABE Serge,TRABE SERGE,SERGE|TRABE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,41,Mme,BUAMA Sarah,BUAMA SARAH,BUAMA|SARAH,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,42,M.,BALY Hervé,BALY HERVE,BALY|HERVE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,43,Mme,SAMEKE Louise,SAMEKE LOUISE,LOUISE|SAMEKE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,44,M.,LAIMOTO Christophe,LAIMOTO CHRISTOPHE,CHRISTOPHE|LAIMOTO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,45,Mme,SCIENDI Marie,SCIENDI MARIE,MARIE|SCIENDI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,46,M.,MAPERI Josué Mahuri,MAPERI JOSUE MAHURI,JOSUE|MAHURI|MAPERI,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,47,Mme,WAINEBENGO Esmeralda Jersy,WAINEBENGO ESMERALDA JERSY,ESMERALDA|JERSY|WAINEBENGO,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,48,M.,POANIEWA Gabriel,POANIEWA GABRIEL,GABRIEL|POANIEWA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,49,Mme,WADJENO Fanny,WADJENO FANNY,FANNY|WADJENO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,50,M.,CEJO Mathieu,CEJO MATHIEU,CEJO|MATHIEU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,51,Mme,VOUDJO Kadjalie,VOUDJO KADJALIE,KADJALIE|VOUDJO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,52,M.,LACAPAS Warren,LACAPAS WARREN,LACAPAS|WARREN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,53,Mme,HAUDRA Marie,HAUDRA MARIE,HAUDRA|MARIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
127,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,54,M.,GOGNY Gaël,GOGNY GAEL,GAEL|GOGNY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
