page,commune_code,commune,numero_liste_municipale,liste_municipale,rang_municipal,civilite,nom_pdf,nom_cle_municipales,token_signature,nb_tokens,source_pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,42,Mme,BOULOUGUEN Alexandra,BOULOUGUEN ALEXANDRA,ALEXANDRA|BOULOUGUEN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,43,M.,HEAFALA Raymond,HEAFALA RAYMOND,HEAFALA|RAYMOND,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,44,Mme,FAUA Milika,FAUA MILIKA,FAUA|MILIKA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,45,M.,KERSANTE Philippe,KERSANTE PHILIPPE,KERSANTE|PHILIPPE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,46,Mme,TEISSIER Gwoenaelle,TEISSIER GWOENAELLE,GWOENAELLE|TEISSIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,47,M.,PARENT Stéphane,PARENT STEPHANE,PARENT|STEPHANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,48,Mme,CARRIER Emilie,CARRIER EMILIE,CARRIER|EMILIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,49,M.,SIRET Mickaël,SIRET MICKAEL,MICKAEL|SIRET,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,50,Mme,BUCHIN Brigitte,BUCHIN BRIGITTE,BRIGITTE|BUCHIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,51,M.,SIRET Jean-Pierre,SIRET JEAN PIERRE,JEAN|PIERRE|SIRET,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,52,Mme,ARNAUD Jocelyne,ARNAUD JOCELYNE,ARNAUD|JOCELYNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,53,M.,TAIAVALE Mautamakia,TAIAVALE MAUTAMAKIA,MAUTAMAKIA|TAIAVALE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,54,Mme,TILLEWA Alison,TILLEWA ALISON,ALISON|TILLEWA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
119,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,55,M.,ARABO Nicolas,ARABO NICOLAS,ARABO|NICOLAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,1,Mme,FORESTIER Véronique,FORESTIER VERONIQUE,FORESTIER|VERONIQUE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,2,M.,HEQUET Vivien,HEQUET VIVIEN,HEQUET|VIVIEN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,3,Mme,ULILE Jessica,ULILE JESSICA,JESSICA|ULILE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,4,M.,PLUQUIN Jeremy,PLUQUIN JEREMY,JEREMY|PLUQUIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,5,Mme,VAN DEN KERCKHOVE Nina,VAN DEN KERCKHOVE NINA,DEN|KERCKHOVE|NINA|VAN,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,6,M.,BONNEAUD Laurent,BONNEAUD LAURENT,BONNEAUD|LAURENT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,7,Mme,THIOLLET Gaëlle,THIOLLET GAELLE,GAELLE|THIOLLET,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,8,M.,GIRARD Thierry,GIRARD THIERRY,GIRARD|THIERRY,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,9,Mme,MISRA Maria,MISRA MARIA,MARIA|MISRA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,10,M.,VALLEE Cyril,VALLEE CYRIL,CYRIL|VALLEE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,11,Mme,LEMONNIER Lydie,LEMONNIER LYDIE,LEMONNIER|LYDIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,12,M.,VAN DEN KERCKHOVE Ludovic,VAN DEN KERCKHOVE LUDOVIC,DEN|KERCKHOVE|LUDOVIC|VAN,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,13,Mme,ERIALE Evelyne,ERIALE EVELYNE,ERIALE|EVELYNE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,14,M.,ALINE Christopher,ALINE CHRISTOPHER,ALINE|CHRISTOPHER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,15,Mme,BABIN Valérie,BABIN VALERIE,BABIN|VALERIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,16,M.,BONFIGLIO Sylvain,BONFIGLIO SYLVAIN,BONFIGLIO|SYLVAIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,17,Mme,BALIROS Christelle,BALIROS CHRISTELLE,BALIROS|CHRISTELLE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,18,M.,JEAN Auguste,JEAN AUGUSTE,AUGUSTE|JEAN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,19,Mme,TAIAVA Epifania,TAIAVA EPIFANIA,EPIFANIA|TAIAVA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,20,M.,MARHADOUR Loîc,MARHADOUR LOIC,LOIC|MARHADOUR,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,21,Mme,HOUCKANOU Hélène,HOUCKANOU HELENE,HELENE|HOUCKANOU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,22,M.,OUASSETTE Michel,OUASSETTE MICHEL,MICHEL|OUASSETTE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,23,Mme,VERRON Isabelle,VERRON ISABELLE,ISABELLE|VERRON,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,24,M.,PHAN VAN Trinh,PHAN VAN TRINH,PHAN|TRINH|VAN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,25,Mme,CHERKAOUI Hassnia,CHERKAOUI HASSNIA,CHERKAOUI|HASSNIA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,26,M.,JEANJEAN Marius,JEANJEAN MARIUS,JEANJEAN|MARIUS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,27,Mme,FALEAATA Malieta,FALEAATA MALIETA,FALEAATA|MALIETA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,28,M.,TENNI Mackenzie,TENNI MACKENZIE,MACKENZIE|TENNI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,29,Mme,MARQUEZ Yvonnick,MARQUEZ YVONNICK,MARQUEZ|YVONNICK,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,30,M.,REUTER René,REUTER RENE,RENE|REUTER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,31,Mme,KOMORNICKI Lysiane,KOMORNICKI LYSIANE,KOMORNICKI|LYSIANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,32,M.,WADRAWANE Bernard,WADRAWANE BERNARD,BERNARD|WADRAWANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,33,Mme,WAHO Martine,WAHO MARTINE,MARTINE|WAHO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
120,98818,Nouméa,3,NOUMEA LE RENOUVEAU,34,M.,CARLI Jean-Michel,CARLI JEAN MICHEL,CARLI|JEAN|MICHEL,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,35,Mme,CHEVALIER Agnès,CHEVALIER AGNES,AGNES|CHEVALIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,36,M.,ROESTAM Bernard,ROESTAM BERNARD,BERNARD|ROESTAM,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,37,Mme,KOMORNICKI Jeannine,KOMORNICKI JEANNINE,JEANNINE|KOMORNICKI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,38,M.,GAYRAUD Aurélien,GAYRAUD AURELIEN,AURELIEN|GAYRAUD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,39,Mme,ARMANIEN Céline,ARMANIEN CELINE,ARMANIEN|CELINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,40,M.,AUSPERT Alexandre,AUSPERT ALEXANDRE,ALEXANDRE|AUSPERT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,41,Mme,AMATSOKERMI Marsijumie,AMATSOKERMI MARSIJUMIE,AMATSOKERMI|MARSIJUMIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,42,M.,LASHERMES Lionel,LASHERMES LIONEL,LASHERMES|LIONEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,43,Mme,CIRILLE Katia,CIRILLE KATIA,CIRILLE|KATIA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,44,M.,CALABRETTO Anthony,CALABRETTO ANTHONY,ANTHONY|CALABRETTO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,45,Mme,MENCIASSI Léa,MENCIASSI LEA,LEA|MENCIASSI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,46,M.,PHAM Albert,PHAM ALBERT,ALBERT|PHAM,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,47,Mme,PINTIAU Monique,PINTIAU MONIQUE,MONIQUE|PINTIAU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,48,M.,HERBERT Eric,HERBERT ERIC,ERIC|HERBERT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,49,Mme,MASSÉ Lydie,MASSE LYDIE,LYDIE|MASSE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,50,M.,TIHOPU Penaia,TIHOPU PENAIA,PENAIA|TIHOPU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,51,Mme,POMRENKA Éliane,POMRENKA ELIANE,ELIANE|POMRENKA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,52,M.,CERVEAUX Nicolas,CERVEAUX NICOLAS,CERVEAUX|NICOLAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
121,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,53,Mme,MARTIN Marie-Pierre,MARTIN MARIE PIERRE,MARIE|MARTIN|PIERRE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,1,M.,DUNOYER Philippe,DUNOYER PHILIPPE,DUNOYER|PHILIPPE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,2,Mme,FALAEO Veylma,FALAEO VEYLMA,FALAEO|VEYLMA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,3,M.,THUPAKO Olivier,THUPAKO OLIVIER,OLIVIER|THUPAKO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,4,Mme,HEMA Sandra,HEMA SANDRA,HEMA|SANDRA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,5,M.,KATIDJO Jérémie,KATIDJO JEREMIE,JEREMIE|KATIDJO,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,6,Mme,KAGY Sam,KAGY SAM,KAGY|SAM,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,7,M.,AVAE Téva,AVAE TEVA,AVAE|TEVA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,8,Mme,LOPEZ Marie-Noëlle,LOPEZ MARIE NOELLE,LOPEZ|MARIE|NOELLE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,9,M.,SERIE Mathieu,SERIE MATHIEU,MATHIEU|SERIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,10,Mme,CAGNEWA Alizée,CAGNEWA ALIZEE,ALIZEE|CAGNEWA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,11,M.,TRINDADE DE ABREU Abédias,TRINDADE DE ABREU ABEDIAS,ABEDIAS|ABREU|DE|TRINDADE,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,12,Mme,CHATAIN Laure,CHATAIN LAURE,CHATAIN|LAURE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,13,M.,PITO Angelo Teriiehoamarotetinitahuéa,PITO ANGELO TERIIEHOAMAROTETINITAHUEA,ANGELO|PITO|TERIIEHOAMAROTETINITAHUEA,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,14,Mme,GOPOEA Véronique Pétronille,GOPOEA VERONIQUE PETRONILLE,GOPOEA|PETRONILLE|VERONIQUE,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,15,M.,CHALIOT Jean-Christophe,CHALIOT JEAN CHRISTOPHE,CHALIOT|CHRISTOPHE|JEAN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,16,Mme,MOTUKU Nila,MOTUKU NILA,MOTUKU|NILA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,17,M.,CAPECCHI Olivier,CAPECCHI OLIVIER,CAPECCHI|OLIVIER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,18,Mme,LECOURTIER EP MÜNKEL Mireille,LECOURTIER EP MUNKEL MIREILLE,EP|LECOURTIER|MIREILLE|MUNKEL,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,19,M.,CARIOU Clifford,CARIOU CLIFFORD,CARIOU|CLIFFORD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,20,Mme,GENEVOIS EP PENEHATA Weena,GENEVOIS EP PENEHATA WEENA,EP|GENEVOIS|PENEHATA|WEENA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,21,M.,KERLEGUER Lénaïc,KERLEGUER LENAIC,KERLEGUER|LENAIC,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,22,Mme,LAURENT Ingrid,LAURENT INGRID,INGRID|LAURENT,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,23,M.,ZIMMER Sylvain,ZIMMER SYLVAIN,SYLVAIN|ZIMMER,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,24,Mme,SIMUTOGA EP TUIFUA Mahéva,SIMUTOGA EP TUIFUA MAHEVA,EP|MAHEVA|SIMUTOGA|TUIFUA,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,25,M.,MUSUMUSU Kalisito,MUSUMUSU KALISITO,KALISITO|MUSUMUSU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,26,Mme,CROSET Audrey,CROSET AUDREY,AUDREY|CROSET,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,27,M.,FOLITUU Kamali,FOLITUU KAMALI,FOLITUU|KAMALI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,28,Mme,LAFAY Viviane,LAFAY VIVIANE,LAFAY|VIVIANE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,29,M.,SINEIMENE Joseph,SINEIMENE JOSEPH,JOSEPH|SINEIMENE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,30,Mme,GAILLARD Laetitia,GAILLARD LAETITIA,GAILLARD|LAETITIA,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,31,M.,NIUHOLA Richard,NIUHOLA RICHARD,NIUHOLA|RICHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,32,Mme,FAMAGOSTA Noëllie,FAMAGOSTA NOELLIE,FAMAGOSTA|NOELLIE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,33,M.,MORANDEAU Jonathan,MORANDEAU JONATHAN,JONATHAN|MORANDEAU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
122,98818,Nouméa,4,Nouméa : l'après !,34,Mme,TAMANOGI EP UVEAKOVI Maéva,TAMANOGI EP UVEAKOVI MAEVA,EP|MAEVA|TAMANOGI|UVEAKOVI,4,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,35,M.,BERNALEAU Noël,BERNALEAU NOEL,BERNALEAU|NOEL,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,36,Mme,WENEGUEI Hélène,WENEGUEI HELENE,HELENE|WENEGUEI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,37,M.,RION Romain,RION ROMAIN,RION|ROMAIN,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,38,Mme,WAYARIDRI Estelle,WAYARIDRI ESTELLE,ESTELLE|WAYARIDRI,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,39,M.,GALIBERT Jules Paul,GALIBERT JULES PAUL,GALIBERT|JULES|PAUL,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,40,Mme,LOMBARDET Guilaine,LOMBARDET GUILAINE,GUILAINE|LOMBARDET,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,41,M.,FOURNIER Richard,FOURNIER RICHARD,FOURNIER|RICHARD,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,42,Mme,FAURITTE Pascale,FAURITTE PASCALE,FAURITTE|PASCALE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,43,M.,REQUILLART Thomas,REQUILLART THOMAS,REQUILLART|THOMAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,44,Mme,KALSAKAU Jessica,KALSAKAU JESSICA,JESSICA|KALSAKAU,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,45,M.,SUBIRANAS Ilalio,SUBIRANAS ILALIO,ILALIO|SUBIRANAS,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,46,Mme,MORANDEAU Sandrine,MORANDEAU SANDRINE,MORANDEAU|SANDRINE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,47,M.,WAKANENGO-FUAGA Warren,WAKANENGO FUAGA WARREN,FUAGA|WAKANENGO|WARREN,3,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,48,Mme,MEZILLE Véronique,MEZILLE VERONIQUE,MEZILLE|VERONIQUE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
123,98818,Nouméa,988,- Nouvelle-Calédonie / Sud - Nouméa (9883) / 98818 - Nouméa,49,M.,HNAGEJE Philippe,HNAGEJE PHILIPPE,HNAGEJE|PHILIPPE,2,data/elections/data_raw/municipales_2026/liste_candidats_municipales2026.pdf
