election,tour,province_code,province,code_departement,code_commune,commune,commune_norm,code_bv,bureau_nom,inscrits,votants,abstentions,exprimes,blancs,nuls,type_resultat,option,numero_liste,nuance,voix,pct_exprimes,pct_inscrits,longitude,latitude,geo_source,iris_codgeo,iris_libgeo,option_norm,bloc,camp_institutionnel,parti,libelle,source,notes
legislatives_2022,1,,,988,98821,Païta,PAITA,0015,Mairie annexe de Tontouta,764,260,504,249,10,1,candidat,Muneiko HAOCAS,,REG,5,2.01,0.65,166.22014428712,-22.0130384994051,etablissements_publics_nc,2107,Tontouta Tiaré,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98822,Poindimié,POINDIMIE,0001,Mairie,1294,362,932,356,2,4,candidat,Nicolas METZDORF,,ENS,92,25.84,7.11,165.33315827223544,-20.938215187057807,tribus_villages_nc,2201,Poindimié village,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98822,Poindimié,POINDIMIE,0003,Bayes,577,154,423,154,0,0,candidat,Michèle HOMBOE,,DVC,2,1.3,0.35,165.41027144991733,-20.95108534474138,tribus_villages_nc,2204,Tibarama - Bayes - Ouindo - Ometteux - Napoém,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98824,Pouébo,POUEBO,0001,Mairie,754,135,619,135,0,0,candidat,Nicolas METZDORF,,ENS,1,0.74,0.13,164.5872015210802,-20.399273159074973,tribus_villages_nc,2401,Pouébo village - St Ferdinand - St Louis,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98825,Pouembout,POUEMBOUT,0001,Mairie,1508,515,993,503,9,3,candidat,Gérard REIGNIER,,REG,55,10.93,3.65,164.901099514933,-21.1214333298182,etablissements_publics_nc,2501,Pouembout village,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98825,Pouembout,POUEMBOUT,0001,Mairie,1508,515,993,503,9,3,candidat,Michèle HOMBOE,,DVC,21,4.17,1.39,164.901099514933,-21.1214333298182,etablissements_publics_nc,2501,Pouembout village,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98826,Poum,POUM,0002,Tiabet,442,143,299,141,1,1,candidat,Michèle HOMBOE,,DVC,2,1.42,0.45,164.0259384508845,-20.127138518272172,tribus_villages_nc,2601,Poum du village - Poingam,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98827,Poya,POYA,0004,,268,104,164,104,0,0,candidat,Nicolas METZDORF,,ENS,3,2.88,1.12,165.2933124776928,-21.277955211764784,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98827,Poya,POYA,0006,,193,81,112,81,0,0,candidat,Véronique PAGAND,,DSV,0,0,0,165.1862986905251,-21.29493580556391,arrete_manual_tribus,2705,Gohapin - Montfaoué - Néklia - Kradji,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98828,Sarraméa,SARRAMEA,0001,Mairie,528,176,352,168,4,4,candidat,Gérard REIGNIER,,REG,99,58.93,18.75,165.85386596919105,-21.642344787633757,tribus_villages_nc,2801,Sarraméa,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98829,Thio,THIO,0002,Mairie,607,119,488,117,0,2,candidat,Alain DESCOMBELS,,RN,2,1.71,0.33,166.21553174553168,-21.610374938390603,tribus_villages_nc,2901,Thio village,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98831,Voh,VOH,0005,Local socio-éducatif de Oundjo,347,90,257,88,2,0,candidat,Thierry SANTA,,LR,2,2.27,0.58,164.697579851987,-21.0373781816945,etablissements_publics_nc,3101,Voh village - Gatope,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98831,Voh,VOH,0006,Local socio-éducatif de Boyen,197,58,139,56,0,2,candidat,Véronique PAGAND,,DSV,0,0,0,164.666715225632,-20.9652133930634,etablissements_publics_nc,3101,Voh village - Gatope,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98832,Yaté,YATE,0001,Mairie,297,78,219,78,0,0,candidat,Muneiko HAOCAS,,REG,9,11.54,3.03,166.94326054599946,-22.16058963447543,tribus_villages_nc,3201,Waho Touaourou Goro,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98832,Yaté,YATE,0002,Touaourou,490,156,334,156,0,0,candidat,Manuel MILLAR,,DIV,0,0,0,166.97497872151834,-22.190244269832505,tribus_villages_nc,3201,Waho Touaourou Goro,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98832,Yaté,YATE,0004,Unia,784,315,469,315,0,0,candidat,Thierry SANTA,,LR,4,1.27,0.51,166.89998901288348,-22.06107261844911,tribus_villages_nc,3202,Unia Ouinné,THIERRY SANTA,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98833,Kouaoua,KOUAOUA,0002,Maison commune de Ouérou-Pimet,285,127,158,127,0,0,candidat,Gérard REIGNIER,,REG,101,79.53,35.44,165.72221294003012,-21.49791198784617,tribus_villages_nc,3302,Méa Mébara - Ouérou Pimet,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98833,Kouaoua,KOUAOUA,0004,Méa-Mébara,186,49,137,49,0,0,candidat,Michèle HOMBOE,,DVC,2,4.08,1.08,165.78859040310297,-21.469132110021317,tribus_villages_nc,3302,Méa Mébara - Ouérou Pimet,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98802,Boulouparis,BOULOUPARI,0002,Centre Culturel,727,338,389,333,2,3,candidat,Nicolas METZDORF,,ENS,142,42.64,19.53,166.049037015845,-21.8654352350015,etablissements_publics_nc,201,Boulouparis village,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98803,Bourail,BOURAIL,0002,Pothé,862,148,714,142,1,5,candidat,Muneiko HAOCAS,,REG,18,12.68,2.09,165.491900847299,-21.4547330481005,etablissements_publics_nc,305,Ny,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98803,Bourail,BOURAIL,0004,École Les Lys d’Eau,1076,468,608,455,8,5,candidat,Manuel MILLAR,,DIV,2,0.44,0.19,165.49748641875,-21.5730483252455,etablissements_publics_nc,301,Bourail village,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0012,Ecole primaire Gustave Clain 2,966,268,698,265,1,2,candidat,Joannes ITITIATY,,DIV,2,0.75,0.21,166.460870510376,-22.2089353285944,etablissements_publics_nc,504,Koutio érudits,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0013,Ecole maternelle l'Oasis 1,799,302,497,292,5,5,candidat,Gérard REIGNIER,,REG,24,8.22,3,166.461460951246,-22.2085634346196,etablissements_publics_nc,504,Koutio érudits,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0013,Ecole maternelle l'Oasis 1,799,302,497,292,5,5,candidat,Nicolas METZDORF,,ENS,147,50.34,18.4,166.461460951246,-22.2085634346196,etablissements_publics_nc,504,Koutio érudits,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0015,Groupe scolaire Michelle Delacharlerie-Rolly 1,543,153,390,147,3,3,candidat,Véronique PAGAND,,DSV,1,0.68,0.18,166.445998676866,-22.2013803961715,etablissements_publics_nc,510,Dumbéa/mer Ouest,VERONIQUE PAGAND,loyaliste,anti_independantiste,DLF,Debout la France,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0017,Groupe scolaire Renée Fong 1,986,386,600,368,14,4,candidat,Gérard REIGNIER,,REG,16,4.35,1.62,166.44418672502,-22.192372203396,etablissements_publics_nc,511,Dumbea/mer Est - Plaine Adam,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0024,Ecole maternelle les Colibris,913,312,601,310,2,0,candidat,Joannes ITITIATY,,DIV,6,1.94,0.66,166.436047169124,-22.1394710088392,etablissements_publics_nc,515,Katiramona Sud,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0024,Ecole maternelle les Colibris,913,312,601,310,2,0,candidat,Nicolas METZDORF,,ENS,157,50.65,17.2,166.436047169124,-22.1394710088392,etablissements_publics_nc,515,Katiramona Sud,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98805,Dumbéa,DUMBEA,0026,,882,409,473,399,8,2,candidat,Nicolas METZDORF,,ENS,203,50.88,23.02,166.437530865088,-22.1944939226253,arrete_manual_etablissements,510,Dumbéa/mer Ouest,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98806,Farino,FARINO,0001,Mairie,668,369,299,356,8,5,candidat,Michèle HOMBOE,,DVC,9,2.53,1.35,165.77595416144513,-21.666848976720875,tribus_villages_nc,601,Farino,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98807,Hienghène,HIENGHENE,0006,Ouaième,214,66,148,66,0,0,candidat,Michèle HOMBOE,,DVC,0,0,0,164.84911233352278,-20.61488125992091,tribus_villages_nc,701,Hienghéne littoral,MICHELE HOMBOE,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98807,Hienghène,HIENGHENE,0006,Ouaième,214,66,148,66,0,0,candidat,Alain DESCOMBELS,,RN,0,0,0,164.84911233352278,-20.61488125992091,tribus_villages_nc,701,Hienghéne littoral,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98808,Houailou,HOUAILOU,0001,Mairie,447,126,321,125,0,1,candidat,Muneiko HAOCAS,,REG,11,8.8,2.46,165.6260919909217,-21.278284372962112,tribus_villages_nc,801,Houailou village,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98809,Ile des Pins,ILEDESPINS,0002,Bâtiment communal Point Information,801,239,562,236,3,0,candidat,Pascal LAFLEUR,,DVD,5,2.12,0.62,167.495819,-22.66517,tidygeocoder_osm,901,Vao,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0003,Maison Païta,289,69,220,69,0,0,candidat,Muneiko HAOCAS,,REG,7,10.14,2.42,164.426512320768,-20.6494636653987,etablissements_publics_nc,1001,Kaala Gomen village et littoral,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98810,Kaala-Gomen,KAALAGOMEN,0005,Maison Baoui,144,44,100,44,0,0,candidat,Joannes ITITIATY,,DIV,0,0,0,164.463552597488,-20.6891303658536,etablissements_publics_nc,1001,Kaala Gomen village et littoral,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98811,Koné,KONE,0004,Tiaoué,272,149,123,149,0,0,candidat,Manuel MILLAR,,DIV,0,0,0,164.916802108,-21.0000621217301,etablissements_publics_nc,1107,Poindah - Noelly - Néami - Netchaot,MANUEL MILLAR,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98811,Koné,KONE,0004,Tiaoué,272,149,123,149,0,0,candidat,Nicolas METZDORF,,ENS,0,0,0,164.916802108,-21.0000621217301,etablissements_publics_nc,1107,Poindah - Noelly - Néami - Netchaot,NICOLAS METZDORF,loyaliste,anti_independantiste,GNC,Generations NC,wikipedia_legislatives_2022,GNC dans Union loyaliste - Ensemble
legislatives_2022,1,,,988,98811,Koné,KONE,0012,Les Allamandas,624,242,382,234,2,6,candidat,Gérard REIGNIER,,REG,41,17.52,6.57,164.856461111321,-21.052040276968,etablissements_publics_nc,1101,Koné village,GERARD REIGNIER,independantiste,independantiste,UC,Union caledonienne,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98812,Koumac,KOUMAC,0002,École primaire Charles Mermoud 2,1783,597,1186,595,2,0,candidat,Joannes ITITIATY,,DIV,3,0.5,0.17,164.282519595968,-20.5572929814306,etablissements_publics_nc,1201,Koumac village,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98812,Koumac,KOUMAC,0002,École primaire Charles Mermoud 2,1783,597,1186,595,2,0,candidat,Alain DESCOMBELS,,RN,24,4.03,1.35,164.282519595968,-20.5572929814306,etablissements_publics_nc,1201,Koumac village,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0002,Xepenehe,632,178,454,178,0,0,candidat,Guy-Olivier CUENOT,,RN,3,1.69,0.47,167.15272048120752,-20.78265899014055,tribus_villages_nc,1403,Wet,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0004,Jozip,394,174,220,173,0,1,candidat,Walisaune WAHETRA,,REG,162,93.64,41.12,167.34721888788647,-20.940435542649407,tribus_villages_nc,1402,Lössi,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0004,Jozip,394,174,220,173,0,1,candidat,Antoine GIL,,DVD,0,0,0,167.34721888788647,-20.940435542649407,tribus_villages_nc,1402,Lössi,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0007,Mou,558,130,428,129,0,1,candidat,Philippe DUNOYER,,ENS,22,17.05,3.94,167.41341301025318,-21.092299627592674,tribus_villages_nc,1402,Lössi,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0013,Luecila,764,288,476,287,0,1,candidat,Antoine GIL,,DVD,0,0,0,167.25787949950455,-20.900908884449866,tribus_villages_nc,1403,Wet,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0016,Xodre,180,47,133,47,0,0,candidat,Antoine GIL,,DVD,0,0,0,167.41059644422373,-21.127373900931634,tribus_villages_nc,1402,Lössi,ANTOINE GIL,loyaliste,anti_independantiste,MCF,Mouvement des citoyens francais,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0017,Huiwatrul,434,121,313,120,1,0,candidat,Guy-Olivier CUENOT,,RN,0,0,0,167.34969330586503,-21.090299188696775,tribus_villages_nc,1402,Lössi,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0022,Hunëtë,240,72,168,71,0,1,candidat,Joël KASARHEROU,,DVC,1,1.41,0.42,167.09364365001284,-20.763254184835077,tribus_villages_nc,1403,Wet,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98814,Lifou,LIFOU,0023,Luengoni,354,97,257,97,0,0,candidat,Walisaune WAHETRA,,REG,90,92.78,25.42,167.4090226,-21.033997,tidygeocoder_osm,,,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98815,Maré,MARE,0005,Tawainedre,429,107,322,107,0,0,candidat,Jérémy SIMON,,DSV,0,0,0,168.08527860190287,-21.502551487309265,tribus_villages_nc,1503,Tadine Pénélo,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98815,Maré,MARE,0008,Nece,782,76,706,76,0,0,candidat,Guy-Olivier CUENOT,,RN,1,1.32,0.13,167.8385405434138,-21.49048664280733,tribus_villages_nc,1501,Guahma,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98815,Maré,MARE,0009,Ménaku,264,51,213,51,0,0,candidat,Pascal LAFLEUR,,DVD,3,5.88,1.14,167.96911686605617,-21.444234250592025,tribus_villages_nc,1501,Guahma,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98815,Maré,MARE,0014,Tuho,418,48,370,48,0,0,candidat,Guy-Olivier CUENOT,,RN,1,2.08,0.24,167.89428156445027,-21.49517949257516,tribus_villages_nc,1501,Guahma,GUY OLIVIER CUENOT,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0004,École primaire Louis Henri GALINIE 1,968,336,632,324,10,2,candidat,Muneiko HAOCAS,,REG,7,2.16,0.72,166.512755378687,-22.2163077194956,etablissements_publics_nc,1705,Robinson Nord,MUNEIKO HAOCAS,independantiste,independantiste,MNIS,Mouvement neo-independantiste et souverainiste,wikipedia_legislatives_2022,REG
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0009,Mairie annexe de Plum 1,1088,275,813,262,8,5,candidat,Joannes ITITIATY,,DIV,1,0.38,0.09,166.623268718041,-22.2730906933136,etablissements_publics_nc,1714,Plum,JOANNES ITITIATY,autre,neutre,SE,Sans etiquette,wikipedia_legislatives_2022,DIV
legislatives_2022,1,,,988,98817,Mont-Dore,MONTDORE,0014,École maternelle Les Dauphins,1066,433,633,420,9,4,candidat,Alain DESCOMBELS,,RN,22,5.24,2.06,166.57252708408,-22.2768294716869,etablissements_publics_nc,1712,Vallon Dore,ALAIN DESCOMBELS,loyaliste,anti_independantiste,RN,Rassemblement national,wikipedia_legislatives_2022,RN
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0003,École Frédéric SURLEAU,1319,482,837,470,9,3,candidat,Jérémy SIMON,,DSV,11,2.34,0.83,166.446180272936,-22.2732842135737,etablissements_publics_nc,1822,Centre ville,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0009,École Fernande LERICHE 2,1158,494,664,488,5,1,candidat,Pascal LAFLEUR,,DVD,44,9.02,3.8,166.448431376266,-22.2984740950672,etablissements_publics_nc,1803,Anse Vata Est,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0010,École Jean MERMOUD 1,1316,569,747,552,13,4,candidat,Walisaune WAHETRA,,REG,9,1.63,0.68,166.454827725543,-22.2956844604928,etablissements_publics_nc,1807,N'Géa,WALISAUNE WAHETRA,independantiste,independantiste,PALIKA,Palika,wikipedia_legislatives_2022,FLNKS
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0010,École Jean MERMOUD 1,1316,569,747,552,13,4,candidat,Virginie RUFFENACH,,LR,81,14.67,6.16,166.454827725543,-22.2956844604928,etablissements_publics_nc,1807,N'Géa,VIRGINIE RUFFENACH,loyaliste,anti_independantiste,R-LR,Rassemblement - LR,wikipedia_legislatives_2022,UDC
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0020,École Antoinette CHARBONNEAUX,1041,473,568,463,7,3,candidat,Philippe DUNOYER,,ENS,234,50.54,22.48,166.46666463723,-22.273716213111,etablissements_publics_nc,1816,Magenta Tours,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0022,École Marie HAVET 2,1405,644,761,637,7,0,candidat,Jérémy SIMON,,DSV,17,2.67,1.21,166.471138313555,-22.2828880563017,etablissements_publics_nc,1818,Ouémo,JEREMY SIMON,loyaliste,anti_independantiste,LP,Les Patriotes,wikipedia_legislatives_2022,DSV
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0032,École Marie COURTOT 2,1099,482,617,473,7,2,candidat,Pascal LAFLEUR,,DVD,38,8.03,3.46,166.470464378859,-22.2425220070829,etablissements_publics_nc,1834,PK 6 Nord,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0033,École Robert BURCK,1133,294,839,278,15,1,candidat,Pascal LAFLEUR,,DVD,33,11.87,2.91,166.463601949873,-22.2382604330193,etablissements_publics_nc,1833,Riviére Salée Sud,PASCAL LAFLEUR,loyaliste,anti_independantiste,SE,Sans etiquette droite,wikipedia_legislatives_2022,DVD
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0034,École les ROSES,1018,319,699,306,7,6,candidat,Joël KASARHEROU,,DVC,5,1.63,0.49,166.443135087106,-22.2929071476207,etablissements_publics_nc,1806,Motor Pool - Receiving,JOEL KASARHEROU,autre,neutre,CA,Construire autrement,wikipedia_legislatives_2022,DVC
legislatives_2022,1,,,988,98818,Nouméa,NOUMEA,0041,École Gustave LODS 1,1231,331,900,313,17,1,candidat,Philippe DUNOYER,,ENS,111,35.46,9.02,166.435430928496,-22.2381371662114,etablissements_publics_nc,1843,Logicoop,PHILIPPE DUNOYER,centriste,anti_independantiste,CE,Caledonie ensemble,wikipedia_legislatives_2022,CE isole comme centriste
