province,commune,numero_liste,inscrits,votants,participation,abstentions,abstention,nuls,blancs,exprimes,voix,pct_exprimes,code_pdf,liste,etiquette,bloc_historique,nuance,couleur,source
Province Sud,Boulouparis,1,3072,2256,73.44000000000001,816,26.56,26,33,2197,87,3.96,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Boulouparis,2,3072,2256,73.44000000000001,816,26.56,26,33,2197,425,19.34,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Boulouparis,3,3072,2256,73.44000000000001,816,26.56,26,33,2197,34,1.55,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Boulouparis,5,3072,2256,73.44000000000001,816,26.56,26,33,2197,91,4.14,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Boulouparis,6,3072,2256,73.44000000000001,816,26.56,26,33,2197,23,1.05,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Boulouparis,7,3072,2256,73.44000000000001,816,26.56,26,33,2197,57,2.59,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,1,4461,3106,69.63,1355,30.37,31,32,3043,84,2.7600000000000002,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,2,4461,3106,69.63,1355,30.37,31,32,3043,491,16.14,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,3,4461,3106,69.63,1355,30.37,31,32,3043,27,0.89,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,5,4461,3106,69.63,1355,30.37,31,32,3043,135,4.44,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,6,4461,3106,69.63,1355,30.37,31,32,3043,81,2.66,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Bourail,7,4461,3106,69.63,1355,30.37,31,32,3043,176,5.78,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,1,20910,13354,63.86,7556,36.14,98,189,13067,1935,14.81,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,2,20910,13354,63.86,7556,36.14,98,189,13067,1951,14.93,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,3,20910,13354,63.86,7556,36.14,98,189,13067,124,0.9500000000000001,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,5,20910,13354,63.86,7556,36.14,98,189,13067,810,6.2,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,6,20910,13354,63.86,7556,36.14,98,189,13067,134,1.03,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Dumbéa,7,20910,13354,63.86,7556,36.14,98,189,13067,563,4.31,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,1,635,500,78.74000000000001,135,21.259999999999998,9,10,481,11,2.29,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,2,635,500,78.74000000000001,135,21.259999999999998,9,10,481,39,8.11,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,3,635,500,78.74000000000001,135,21.259999999999998,9,10,481,2,0.42000000000000004,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,5,635,500,78.74000000000001,135,21.259999999999998,9,10,481,39,8.11,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,6,635,500,78.74000000000001,135,21.259999999999998,9,10,481,4,0.8300000000000001,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Farino,7,635,500,78.74000000000001,135,21.259999999999998,9,10,481,17,3.53,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,1,1855,1088,58.65,767,41.349999999999994,3,3,1082,17,1.57,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,2,1855,1088,58.65,767,41.349999999999994,3,3,1082,355,32.809999999999995,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,3,1855,1088,58.65,767,41.349999999999994,3,3,1082,12,1.11,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,5,1855,1088,58.65,767,41.349999999999994,3,3,1082,81,7.49,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,6,1855,1088,58.65,767,41.349999999999994,3,3,1082,64,5.91,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Ile des Pins,7,1855,1088,58.65,767,41.349999999999994,3,3,1082,20,1.85,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,1,3161,2332,73.77,829,26.23,13,28,2291,244,10.65,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,2,3161,2332,73.77,829,26.23,13,28,2291,251,10.96,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,3,3161,2332,73.77,829,26.23,13,28,2291,14,0.61,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,5,3161,2332,73.77,829,26.23,13,28,2291,372,16.24,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,6,3161,2332,73.77,829,26.23,13,28,2291,30,1.31,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,La Foa,7,3161,2332,73.77,829,26.23,13,28,2291,77,3.36,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,1,819,614,74.97,205,25.03,5,5,604,17,2.8099999999999996,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,2,819,614,74.97,205,25.03,5,5,604,141,23.34,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,3,819,614,74.97,205,25.03,5,5,604,1,0.17,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,5,819,614,74.97,205,25.03,5,5,604,34,5.63,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,6,819,614,74.97,205,25.03,5,5,604,11,1.82,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Moindou,7,819,614,74.97,205,25.03,5,5,604,18,2.98,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,1,19241,12525,65.1,6716,34.9,141,247,12137,1451,11.96,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,2,19241,12525,65.1,6716,34.9,141,247,12137,2230,18.37,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,3,19241,12525,65.1,6716,34.9,141,247,12137,121,1,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,5,19241,12525,65.1,6716,34.9,141,247,12137,531,4.38,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,6,19241,12525,65.1,6716,34.9,141,247,12137,122,1.01,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Mont-Dore,7,19241,12525,65.1,6716,34.9,141,247,12137,607,5,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,1,53677,35326,65.81,18351,34.190000000000005,169,383,34774,2047,5.89,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,2,53677,35326,65.81,18351,34.190000000000005,169,383,34774,4099,11.79,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,3,53677,35326,65.81,18351,34.190000000000005,169,383,34774,299,0.8600000000000001,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,5,53677,35326,65.81,18351,34.190000000000005,169,383,34774,1405,4.04,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,6,53677,35326,65.81,18351,34.190000000000005,169,383,34774,291,0.8400000000000001,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Nouméa,7,53677,35326,65.81,18351,34.190000000000005,169,383,34774,1570,4.51,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,1,14755,9661,65.48,5094,34.52,66,145,9450,2139,22.630000000000003,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,2,14755,9661,65.48,5094,34.52,66,145,9450,1292,13.67,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,3,14755,9661,65.48,5094,34.52,66,145,9450,83,0.88,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,5,14755,9661,65.48,5094,34.52,66,145,9450,324,3.4299999999999997,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,6,14755,9661,65.48,5094,34.52,66,145,9450,185,1.96,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Païta,7,14755,9661,65.48,5094,34.52,66,145,9450,377,3.9899999999999998,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,1,202,163,80.69,39,19.310000000000002,0,1,162,1,0.62,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,2,202,163,80.69,39,19.310000000000002,0,1,162,2,1.23,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,3,202,163,80.69,39,19.310000000000002,0,1,162,7,4.319999999999999,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,5,202,163,80.69,39,19.310000000000002,0,1,162,5,3.09,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,6,202,163,80.69,39,19.310000000000002,0,1,162,2,1.23,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Poya Sud,7,202,163,80.69,39,19.310000000000002,0,1,162,3,1.85,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,1,533,364,68.29,169,31.71,5,3,356,19,5.34,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,2,533,364,68.29,169,31.71,5,3,356,179,50.28,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,3,533,364,68.29,169,31.71,5,3,356,0,0,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,5,533,364,68.29,169,31.71,5,3,356,25,7.02,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,6,533,364,68.29,169,31.71,5,3,356,10,2.8099999999999996,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Sarraméa,7,533,364,68.29,169,31.71,5,3,356,19,5.34,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,1,2278,1431,62.82,847,37.18,9,7,1415,271,19.150000000000002,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,2,2278,1431,62.82,847,37.18,9,7,1415,589,41.63,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,3,2278,1431,62.82,847,37.18,9,7,1415,3,0.21000000000000002,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,5,2278,1431,62.82,847,37.18,9,7,1415,19,1.34,AUTRES,Une Province pour tous,DVC-Calédonie ensemble,anti_independantiste,Centre non-indépendantiste,#67a9cf,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,6,2278,1431,62.82,847,37.18,9,7,1415,37,2.61,IND,Souveraineté Kanaky Nouvelle-Calédonie,SKNC,independantiste,Indépendantiste / souverainiste,#b6483b,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Thio,7,2278,1431,62.82,847,37.18,9,7,1415,33,2.3299999999999996,AUTRES,Faire Pays,Faire Pays,autres_listes,Souverainiste / pro-pays,#4f8f6a,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Yaté,1,1822,1308,71.79,514,28.21,3,3,1302,76,5.84,LDVC,Un autre monde est possible !,Éveil océanien,anti_independantiste,Océanien / transversal,#55a6b8,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Yaté,2,1822,1308,71.79,514,28.21,3,3,1302,798,61.290000000000006,FLNKS,Kanaky pour tous,FLNKS,independantiste,FLNKS / UC-CCAT-DUS-RDO-DA-PT,#2f925d,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
Province Sud,Yaté,3,1822,1308,71.79,514,28.21,3,3,1302,0,0,RN-MCFNC,"France Calédonie, une patrie",RN-MCFNC,anti_independantiste,Droite nationale,#7a4a28,https://www.nouvelle-caledonie.gouv.fr/contenu/telechargement/13485/112061/file/PROVINCIALES_2026_R%C3%A9sultats_provisoires.pdf
